,set
135065,train
146904,train
107460,train
130331,train
136466,train
124562,train
128902,train
126058,train
133653,train
94092,train
119838,train
129813,train
144527,train
123179,train
137870,train
125096,train
125531,train
49576,train
144524,train
80453,train
94626,train
127894,train
144544,train
122158,train
74155,train
118893,train
124584,train
87535,train
133178,train
138842,train
124611,train
140269,train
120370,train
120787,train
74765,train
146902,train
136934,train
119824,train
132176,train
126487,train
121243,train
124126,train
142174,train
135511,train
117942,train
86653,train
171601,train
148499,train
102728,train
127947,train
119856,train
88548,train
129297,train
134593,train
93204,train
138830,train
151599,train
97419,train
124145,train
122685,train
146921,train
104228,train
144540,train
127860,train
179700,train
117006,train
136010,train
137396,train
142165,train
100375,train
62359,train
66216,train
143118,train
132673,train
132668,train
117406,train
136966,train
129296,train
115582,train
145004,train
132204,train
154522,train
126481,train
98946,train
127933,train
131221,train
72378,train
94563,train
126461,train
94086,train
128849,train
128405,train
123159,train
131258,train
129318,train
49103,train
124136,train
123196,train
131231,train
133188,train
132153,train
120318,train
20495,train
168748,train
82841,train
138363,train
161137,train
118962,train
62413,train
99850,train
98000,train
117997,train
130739,train
120344,train
76186,train
135077,train
141194,train
123671,train
81900,train
143122,train
135538,train
128868,train
127941,train
139786,train
89496,train
75582,train
125055,train
127025,train
145022,train
108957,train
138813,train
153093,train
145484,train
120769,train
123136,train
112792,train
143121,train
127421,train
131719,train
137398,train
81911,train
123639,train
131248,train
134091,train
126962,train
20020,train
123641,train
132671,train
140231,train
146922,train
125510,train
135552,train
131220,train
135062,train
127011,train
137440,train
136441,train
98863,train
130760,train
118942,train
131699,train
106945,train
113622,train
141684,train
124596,train
176004,train
130678,train
119912,train
139792,train
139315,train
188340,train
66695,train
130886,train
90291,train
118441,train
123149,train
112799,train
128840,train
102769,train
127916,train
128879,train
127411,train
130297,train
139289,train
116532,train
137861,train
109467,train
124131,train
132692,train
124627,train
118442,train
134078,train
135517,train
196814,train
141217,train
133128,train
129826,train
139307,train
131726,train
127026,train
87135,train
119834,train
145025,train
109465,train
114196,train
121217,train
120722,train
134565,train
127908,train
133130,train
144542,train
98954,train
84770,train
132191,train
127881,train
122192,train
136961,train
212989,train
196811,train
145497,train
114205,train
130285,train
143590,train
131212,train
76679,train
114694,train
83342,train
105518,train
121299,train
74764,train
125097,train
134580,train
124535,train
75709,train
136468,train
130779,train
116105,train
131689,train
70503,train
133621,train
194432,train
135542,train
85245,train
102669,train
115494,train
112195,train
144064,train
145967,train
133156,train
132648,train
142646,train
134087,train
137880,train
115554,train
95143,train
126970,train
127902,train
127412,train
145486,train
132670,train
164044,train
110824,train
144552,train
127418,train
179223,train
143119,train
124548,train
110891,train
108955,train
130773,train
128820,train
124607,train
127436,train
122228,train
127956,train
141202,train
133157,train
131267,train
173998,train
120798,train
138834,train
116090,train
113679,train
122703,train
126015,train
133645,train
96136,train
129831,train
128376,train
174919,train
174452,train
140735,train
138342,train
123587,train
220137,train
126003,train
78095,train
121241,train
115602,train
139745,train
123643,train
135988,train
114687,train
130766,train
112265,train
76204,train
137397,train
95990,train
153061,train
100759,train
124580,train
126955,train
113741,train
145015,train
101288,train
130778,train
126975,train
124623,train
115156,train
108936,train
130303,train
153987,train
94197,train
100813,train
105045,train
114680,train
126983,train
128432,train
132157,train
167798,train
61939,train
134559,train
122735,train
86670,train
183980,train
126926,train
122712,train
116491,train
134601,train
84174,train
131266,train
135969,train
68479,train
114113,train
134596,train
110312,train
126942,train
161166,train
99342,train
143126,train
146442,train
135085,train
126030,train
134570,train
133167,train
166378,train
125553,train
88484,train
87597,train
138349,train
107463,train
122212,train
123174,train
114158,train
131223,train
99390,train
140270,train
135045,train
102192,train
125080,train
120764,train
129812,train
135060,train
146918,train
103237,train
103734,train
128866,train
106944,train
100330,train
130288,train
83350,train
132652,train
151671,train
144549,train
112219,train
170648,train
121693,train
141689,train
117504,train
122737,train
134597,train
164045,train
135967,train
125087,train
136931,train
129306,train
149489,train
122701,train
125985,train
118898,train
105993,train
135074,train
150670,train
2400,train
135072,train
142168,train
171246,train
126037,train
121291,train
122226,train
86199,train
136028,train
122247,train
131219,train
144073,train
108467,train
128869,train
118902,train
128396,train
77153,train
88074,train
123657,train
142640,train
135064,train
121744,train
132201,train
121272,train
130258,train
98544,train
119812,train
83349,train
126491,train
116442,train
133574,train
143593,train
138827,train
145493,train
139306,train
129377,train
100374,train
131216,train
98006,train
165905,train
118489,train
132193,train
99899,train
124609,train
98471,train
140271,train
131222,train
131265,train
110313,train
128366,train
108411,train
125567,train
115978,train
116553,train
124107,train
122214,train
121797,train
145973,train
86195,train
134121,train
102191,train
125090,train
145976,train
118841,train
143591,train
136493,train
127932,train
71908,train
125568,train
122717,train
135496,train
135979,train
160690,train
103277,train
128834,train
124122,train
113266,train
149273,train
147397,train
107059,train
124606,train
119402,train
197290,train
101376,train
130278,train
145007,train
134113,train
88085,train
130326,train
133632,train
130744,train
130777,train
170746,train
114213,train
83326,train
195862,train
120789,train
117926,train
149929,train
128867,train
106517,train
126469,train
121293,train
90901,train
124612,train
102194,train
6685,train
130254,train
136442,train
151185,train
138837,train
144995,train
125035,train
119909,train
172568,train
134525,train
136448,train
135472,train
128358,train
130290,train
121263,train
69904,train
49102,train
132641,train
130265,train
118423,train
139303,train
20019,train
123188,train
109462,train
125059,train
113265,train
133636,train
129354,train
149268,train
123178,train
124125,train
131700,train
130735,train
132167,train
130274,train
64792,train
146419,train
131754,train
127442,train
120779,train
131684,train
20968,train
122689,train
135047,train
117008,train
107057,train
133174,train
105167,train
177908,train
96469,train
135018,train
126010,train
108990,train
123687,train
146443,train
139783,train
132161,train
126498,train
60463,train
119840,train
130789,train
132653,train
130201,train
105608,train
132640,train
125107,train
132644,train
132183,train
103201,train
77156,train
153986,train
99389,train
109463,train
139320,train
126973,train
123166,train
135034,train
138816,train
138340,train
135560,train
89036,train
119366,train
133154,train
127462,train
134088,train
120801,train
77631,train
131225,train
142639,train
190277,train
126034,train
137388,train
124081,train
97966,train
125102,train
111241,train
106529,train
130774,train
134588,train
132654,train
121264,train
129798,train
126500,train
133176,train
74656,train
102326,train
110380,train
134546,train
129349,train
108953,train
100892,train
121738,train
139733,train
113750,train
140219,train
123688,train
135541,train
64794,train
121715,train
121740,train
81899,train
103675,train
144536,train
115631,train
131685,train
135043,train
116565,train
125060,train
119862,train
85206,train
117978,train
114219,train
104573,train
117007,train
136018,train
128827,train
126059,train
119841,train
124134,train
115064,train
115989,train
107939,train
126944,train
163569,train
75611,train
127463,train
83824,train
126505,train
151667,train
123632,train
133103,train
125558,train
117037,train
125514,train
103674,train
118487,train
140232,train
126508,train
104693,train
118928,train
126490,train
126006,train
119859,train
133144,train
136945,train
149748,train
107058,train
135037,train
171616,train
150236,train
127935,train
130325,train
112322,train
107987,train
118478,train
171221,train
105996,train
130296,train
126971,train
117993,train
65736,train
124111,train
50528,train
116580,train
114153,train
144068,train
135076,train
116562,train
120316,train
145499,train
130289,train
123135,train
113273,train
120772,train
135068,train
133165,train
130736,train
123096,train
140407,train
133577,train
130755,train
134595,train
130264,train
136923,train
135980,train
141693,train
105514,train
170175,train
138814,train
127928,train
122688,train
119794,train
131678,train
117991,train
132205,train
120339,train
178856,train
131677,train
131744,train
120299,train
126463,train
142172,train
134535,train
160691,train
88086,train
126470,train
131207,train
146448,train
114632,train
134560,train
134103,train
125555,train
125993,train
126464,train
136960,train
130717,train
140248,train
146907,train
133120,train
148526,train
195943,train
144522,train
152141,train
120844,train
126004,train
137867,train
136020,train
131204,train
119383,train
125571,train
115550,train
117038,train
117971,train
135651,train
140739,train
122702,train
82856,train
133166,train
61465,train
127903,train
137863,train
176483,train
118958,train
112266,train
151600,train
145504,train
165471,train
123162,train
127482,train
129351,train
106469,train
130262,train
118959,train
116978,train
80929,train
125081,train
130748,train
133617,train
150195,train
128893,train
131269,train
84733,train
135982,train
103678,train
124563,train
134526,train
111368,train
125498,train
147844,train
126486,train
117912,train
83324,train
147870,train
104149,train
94562,train
106943,train
85123,train
120249,train
127419,train
139297,train
138355,train
71905,train
132216,train
134578,train
126978,train
120790,train
129369,train
100893,train
127927,train
161611,train
124091,train
121218,train
97896,train
72868,train
179702,train
118466,train
140406,train
19068,train
144042,train
121278,train
123609,train
111366,train
99493,train
128958,train
99950,train
119320,train
67030,train
88008,train
120774,train
120293,train
121719,train
165904,train
120754,train
115595,train
103676,train
139730,train
123637,train
130250,train
137436,train
138339,train
134086,train
178393,train
183979,train
128388,train
124116,train
136968,train
177800,train
144070,train
116996,train
172091,train
121287,train
135502,train
140268,train
116055,train
134602,train
109940,train
98991,train
114215,train
131210,train
185018,train
161616,train
138348,train
121788,train
135977,train
87062,train
127438,train
102714,train
102712,train
134111,train
96944,train
135011,train
125561,train
137402,train
122716,train
107519,train
123187,train
144065,train
152622,train
135071,train
126479,train
124133,train
129795,train
76086,train
153086,train
116579,train
116999,train
100425,train
171149,train
95145,train
124124,train
129790,train
97525,train
143598,train
136032,train
134599,train
138840,train
113226,train
132209,train
145959,train
137869,train
101719,train
127948,train
99901,train
97992,train
119904,train
88072,train
133160,train
129829,train
124106,train
98862,train
132210,train
120788,train
115169,train
130271,train
121720,train
127917,train
125530,train
185501,train
124149,train
129301,train
114644,train
122742,train
66220,train
116998,train
82377,train
195863,train
122723,train
113731,train
152075,train
124637,train
124622,train
84647,train
124140,train
126477,train
134102,train
129816,train
195864,train
133152,train
126495,train
127420,train
170664,train
120745,train
145496,train
81425,train
70979,train
135545,train
125539,train
121267,train
127408,train
133143,train
126965,train
129313,train
196336,train
131230,train
120766,train
144034,train
130772,train
128404,train
177329,train
132686,train
123167,train
141203,train
117950,train
100899,train
122243,train
138369,train
151598,train
128854,train
121292,train
133177,train
137445,train
83801,train
119317,train
174094,train
116124,train
123653,train
133100,train
112321,train
144551,train
136963,train
128878,train
120741,train
102235,train
106518,train
125515,train
117495,train
132656,train
144989,train
104095,train
127958,train
112691,train
133158,train
134105,train
99494,train
71903,train
127433,train
122622,train
130794,train
114207,train
70380,train
144738,train
152124,train
136471,train
144521,train
119894,train
135028,train
135516,train
138815,train
124608,train
127450,train
140263,train
136935,train
117506,train
100423,train
135555,train
135543,train
134589,train
98042,train
154989,train
140244,train
131690,train
117948,train
123163,train
197289,train
109905,train
124089,train
123180,train
146905,train
125056,train
135992,train
145944,train
136465,train
182555,train
115170,train
103276,train
128395,train
132689,train
132198,train
120816,train
119893,train
133605,train
124613,train
137866,train
125490,train
145946,train
134548,train
118459,train
134590,train
129777,train
136031,train
123189,train
85244,train
133618,train
132657,train
120360,train
133163,train
135016,train
75713,train
145488,train
125583,train
86661,train
134567,train
131214,train
141220,train
116566,train
126976,train
124114,train
127427,train
173977,train
139304,train
145963,train
129433,train
119382,train
138360,train
127856,train
121254,train
106463,train
108989,train
48628,train
152074,train
140265,train
135046,train
125984,train
86178,train
120330,train
121792,train
123182,train
134572,train
173596,train
87576,train
132649,train
147549,train
132785,train
114630,train
137385,train
164042,train
136013,train
123177,train
96465,train
125584,train
113268,train
134584,train
101289,train
143110,train
129340,train
127430,train
113739,train
143115,train
125565,train
134041,train
139779,train
133099,train
132630,train
146432,train
122724,train
133131,train
173595,train
126022,train
122194,train
128853,train
119858,train
107030,train
96611,train
144046,train
132214,train
134557,train
117020,train
143539,train
126459,train
116530,train
132160,train
107473,train
133602,train
100335,train
107891,train
128410,train
165468,train
141211,train
220138,train
130677,train
195516,train
123665,train
133635,train
128377,train
97418,train
121279,train
107060,train
131254,train
131734,train
148024,train
153569,train
132195,train
161612,train
62358,train
126990,train
134077,train
135089,train
122633,train
140720,train
133172,train
131242,train
144047,train
128394,train
127441,train
127460,train
105039,train
109469,train
123168,train
99335,train
119387,train
122722,train
108462,train
65269,train
127464,train
134116,train
185016,train
117941,train
107462,train
123647,train
127905,train
104097,train
199263,train
139313,train
145482,train
132629,train
135505,train
117503,train
129300,train
125108,train
135116,train
123123,train
179699,train
132208,train
196338,train
130280,train
134095,train
100292,train
102195,train
119408,train
107082,train
126961,train
107992,train
148336,train
130281,train
173518,train
138346,train
124115,train
127887,train
109432,train
108512,train
134118,train
122156,train
124564,train
101326,train
126979,train
142160,train
136502,train
123648,train
134124,train
132190,train
131679,train
115119,train
120797,train
120793,train
131735,train
103203,train
132618,train
51003,train
125064,train
115594,train
125071,train
119368,train
110834,train
132174,train
128871,train
145966,train
129323,train
130750,train
134587,train
128429,train
135548,train
126496,train
128882,train
146440,train
145490,train
137417,train
128845,train
125037,train
134600,train
122744,train
123140,train
120806,train
162092,train
123654,train
182077,train
144052,train
136034,train
91777,train
134139,train
121718,train
127882,train
117032,train
139300,train
128390,train
153094,train
130758,train
122718,train
122686,train
196813,train
96943,train
122714,train
128374,train
108840,train
145492,train
127009,train
108886,train
147396,train
128368,train
139776,train
125091,train
120780,train
132627,train
125546,train
137405,train
130256,train
131281,train
122222,train
114212,train
145968,train
74180,train
114214,train
94196,train
133633,train
110787,train
148793,train
141219,train
152111,train
127432,train
141209,train
140254,train
107893,train
98861,train
131686,train
131704,train
126007,train
165470,train
154462,train
101718,train
130255,train
95995,train
132669,train
136942,train
113738,train
122229,train
130749,train
135063,train
93240,train
140220,train
131233,train
109907,train
121251,train
121321,train
131682,train
144538,train
136019,train
145501,train
138818,train
67171,train
135514,train
116995,train
117042,train
114693,train
140729,train
137882,train
126552,train
172650,train
135067,train
89440,train
126497,train
132688,train
127888,train
140737,train
196339,train
107459,train
133641,train
116554,train
128370,train
133606,train
118933,train
119438,train
134545,train
133142,train
114555,train
128872,train
163567,train
139301,train
139311,train
121764,train
117505,train
139795,train
144049,train
124121,train
123658,train
18117,train
102328,train
120331,train
123157,train
136967,train
133639,train
127921,train
136470,train
131251,train
138819,train
106471,train
139316,train
109942,train
131695,train
164995,train
125089,train
152549,train
129821,train
118421,train
154524,train
130742,train
97895,train
142162,train
148996,train
135058,train
121772,train
127439,train
126484,train
129325,train
131698,train
96569,train
117518,train
132166,train
112791,train
194912,train
131217,train
127447,train
72382,train
123217,train
126038,train
121298,train
120270,train
131232,train
121247,train
120818,train
67629,train
134122,train
173619,train
122267,train
127883,train
108885,train
118427,train
72393,train
122705,train
137877,train
137389,train
116078,train
132650,train
122698,train
94152,train
153097,train
98517,train
75234,train
122216,train
123164,train
135510,train
132690,train
99810,train
102802,train
120742,train
135981,train
131723,train
120744,train
136469,train
139292,train
145971,train
126963,train
120820,train
128380,train
129346,train
87598,train
101853,train
185494,train
121276,train
110416,train
211568,train
133168,train
127007,train
127869,train
135503,train
134117,train
118485,train
71917,train
118472,train
136033,train
88550,train
144069,train
122215,train
136965,train
117452,train
125989,train
131227,train
129363,train
148344,train
107934,train
148798,train
76185,train
176958,train
125582,train
132643,train
93241,train
140272,train
145469,train
129820,train
212043,train
137891,train
121769,train
194433,train
105528,train
133162,train
142648,train
144518,train
126513,train
121754,train
72866,train
171596,train
138823,train
134115,train
114695,train
125532,train
135070,train
88010,train
108035,train
126485,train
118840,train
130751,train
89025,train
122239,train
135512,train
92740,train
137442,train
145970,train
124108,train
123651,train
134586,train
131721,train
120309,train
65262,train
135534,train
116077,train
136460,train
144060,train
126943,train
132175,train
127937,train
85115,train
102184,train
140207,train
134112,train
98041,train
124163,train
130733,train
140747,train
118357,train
114649,train
131206,train
98479,train
129328,train
134558,train
135519,train
116977,train
122227,train
132196,train
134108,train
111847,train
70379,train
124590,train
132171,train
115539,train
126534,train
116529,train
129319,train
124557,train
103202,train
121714,train
134561,train
131694,train
107512,train
122193,train
80475,train
144550,train
127383,train
135533,train
126523,train
116576,train
123619,train
135556,train
136488,train
135989,train
124561,train
115054,train
138364,train
121721,train
134104,train
130282,train
106987,train
132647,train
126056,train
129824,train
75235,train
128887,train
134610,train
123158,train
133593,train
111185,train
129803,train
132207,train
147828,train
19543,train
140744,train
75238,train
126501,train
115155,train
127434,train
130754,train
116441,train
97044,train
121277,train
135993,train
100332,train
178270,train
112798,train
126489,train
117035,train
126462,train
194437,train
135021,train
93244,train
122721,train
103709,train
145958,train
126026,train
130741,train
137437,train
126956,train
94091,train
88561,train
110892,train
94153,train
142164,train
126511,train
136932,train
134568,train
113742,train
125066,train
120298,train
127899,train
122190,train
128830,train
130277,train
116523,train
129801,train
68104,train
137893,train
128881,train
140261,train
117470,train
17166,train
115617,train
126467,train
114156,train
143117,train
103145,train
139310,train
99336,train
130298,train
122262,train
123636,train
138338,train
83319,train
167312,train
99474,train
6680,train
98516,train
131229,train
136940,train
128433,train
133164,train
140719,train
127906,train
126530,train
133638,train
195942,train
173144,train
123097,train
105179,train
153561,train
84648,train
122268,train
119864,train
143600,train
17167,train
128009,train
107474,train
94093,train
153572,train
122241,train
99811,train
144523,train
71431,train
135023,train
74657,train
71927,train
129825,train
137871,train
170665,train
120792,train
133126,train
144013,train
129828,train
126021,train
72384,train
137883,train
127901,train
127900,train
145487,train
133259,train
134611,train
195389,train
134125,train
180176,train
128375,train
143602,train
135493,train
109316,train
134049,train
68590,train
119775,train
130792,train
107559,train
136017,train
153092,train
145491,train
116056,train
147369,train
131687,train
125034,train
132677,train
126531,train
83802,train
112790,train
161641,train
124109,train
131717,train
113726,train
140206,train
129789,train
138843,train
124533,train
135968,train
164520,train
124146,train
130317,train
146915,train
123134,train
87537,train
126551,train
65268,train
110836,train
126964,train
119437,train
99471,train
106470,train
174032,train
133599,train
133615,train
101758,train
133634,train
135537,train
141692,train
195940,train
149743,train
128387,train
171595,train
130753,train
126886,train
136027,train
121242,train
134119,train
131252,train
133616,train
82843,train
111721,train
121250,train
103195,train
137439,train
116080,train
115648,train
98481,train
139296,train
124614,train
132173,train
129327,train
145468,train
96613,train
98519,train
81903,train
134109,train
177916,train
126045,train
118934,train
107083,train
104096,train
140718,train
133643,train
119388,train
139758,train
212044,train
126549,train
174000,train
114218,train
135029,train
128407,train
132642,train
132200,train
124060,train
123635,train
135477,train
137915,train
66689,train
168749,train
18593,train
129432,train
124621,train
117473,train
125581,train
132576,train
120345,train
115571,train
131245,train
136946,train
141213,train
111725,train
123640,train
132685,train
147379,train
116504,train
131697,train
135515,train
116531,train
132163,train
133575,train
110347,train
132218,train
109941,train
147871,train
135535,train
195388,train
115570,train
116084,train
131710,train
132185,train
122189,train
101327,train
135995,train
143601,train
88073,train
117076,train
129342,train
121322,train
105513,train
122741,train
117949,train
130273,train
130267,train
106472,train
123144,train
118416,train
108514,train
100343,train
134045,train
136008,train
129779,train
146446,train
132165,train
126029,train
142171,train
121680,train
128417,train
90446,train
124597,train
128880,train
106109,train
130287,train
137873,train
99809,train
118467,train
148812,train
104150,train
132667,train
168272,train
145024,train
133640,train
120804,train
126442,train
133646,train
162617,train
179221,train
141207,train
122213,train
132628,train
135520,train
138817,train
129818,train
127912,train
125069,train
145012,train
130747,train
139291,train
120385,train
131757,train
161636,train
163095,train
126055,train
140252,train
100896,train
116533,train
143597,train
120819,train
121722,train
26694,train
117474,train
117515,train
134059,train
123173,train
124615,train
33840,train
123673,train
141690,train
76188,train
122692,train
162090,train
145975,train
133124,train
133147,train
125550,train
121741,train
121793,train
128352,train
105994,train
129312,train
116552,train
113264,train
75239,train
2876,train
140242,train
114622,train
131224,train
125074,train
127429,train
127936,train
118899,train
124591,train
131280,train
51479,train
172566,train
127934,train
133614,train
114588,train
145950,train
122620,train
163570,train
134135,train
125088,train
125072,train
113204,train
127859,train
119434,train
137864,train
122238,train
123649,train
113678,train
145023,train
131731,train
130202,train
134594,train
180175,train
117055,train
99946,train
160692,train
110360,train
100760,train
90426,train
163093,train
74766,train
129322,train
134553,train
120295,train
128877,train
136495,train
96095,train
140249,train
87534,train
137393,train
126478,train
87061,train
111367,train
195387,train
148337_flip1,train
119839_flip1,train
96945_flip1,train
128412_flip1,train
131730_flip1,train
130203_flip1,train
69065_flip1,train
97420_flip1,train
179674_flip1,train
121280_flip1,train
137876_flip1,train
104617_flip1,train
126011_flip1,train
134563_flip1,train
100331_flip1,train
131705_flip1,train
80474_flip1,train
160216_flip1,train
124567_flip1,train
173995_flip1,train
122693_flip1,train
121262_flip1,train
139299_flip1,train
175995_flip1,train
114216_flip1,train
97913_flip1,train
94670_flip1,train
98543_flip1,train
140259_flip1,train
126941_flip1,train
173519_flip1,train
135549_flip1,train
112315_flip1,train
161165_flip1,train
115986_flip1,train
140264_flip1,train
103278_flip1,train
134564_flip1,train
94195_flip1,train
130761_flip1,train
138341_flip1,train
127481_flip1,train
115638_flip1,train
78457_flip1,train
100424_flip1,train
144543_flip1,train
141193_flip1,train
101377_flip1,train
109946_flip1,train
135971_flip1,train
122263_flip1,train
88011_flip1,train
100898_flip1,train
115120_flip1,train
142644_flip1,train
121748_flip1,train
173594_flip1,train
120836_flip1,train
131153_flip1,train
141208_flip1,train
20969_flip1,train
131718_flip1,train
124605_flip1,train
125994_flip1,train
135084_flip1,train
211569_flip1,train
127890_flip1,train
144075_flip1,train
141902_flip1,train
168273_flip1,train
163094_flip1,train
93721_flip1,train
17640_flip1,train
131709_flip1,train
125079_flip1,train
152073_flip1,train
137408_flip1,train
145016_flip1,train
137418_flip1,train
118367_flip1,train
128831_flip1,train
75229_flip1,train
132178_flip1,train
100900_flip1,train
131703_flip1,train
178746_flip1,train
135040_flip1,train
138835_flip1,train
116048_flip1,train
114631_flip1,train
125512_flip1,train
111724_flip1,train
117453_flip1,train
87590_flip1,train
117990_flip1,train
114206_flip1,train
18116_flip1,train
173996_flip1,train
84769_flip1,train
128852_flip1,train
99470_flip1,train
71926_flip1,train
165944_flip1,train
104098_flip1,train
131742_flip1,train
114135_flip1,train
134585_flip1,train
111239_flip1,train
131729_flip1,train
117517_flip1,train
135073_flip1,train
152586_flip1,train
137403_flip1,train
173976_flip1,train
145962_flip1,train
174451_flip1,train
171698_flip1,train
139794_flip1,train
89971_flip1,train
136501_flip1,train
114083_flip1,train
128883_flip1,train
114157_flip1,train
94154_flip1,train
71430_flip1,train
120369_flip1,train
132626_flip1,train
126985_flip1,train
136485_flip1,train
51477_flip1,train
127870_flip1,train
124135_flip1,train
139317_flip1,train
133173_flip1,train
124559_flip1,train
134581_flip1,train
103677_flip1,train
114679_flip1,train
83323_flip1,train
118368_flip1,train
98069_flip1,train
83818_flip1,train
98520_flip1,train
139314_flip1,train
125039_flip1,train
51478_flip1,train
126002_flip1,train
20492_flip1,train
122683_flip1,train
133619_flip1,train
127415_flip1,train
132177_flip1,train
138838_flip1,train
121743_flip1,train
124148_flip1,train
175530_flip1,train
119367_flip1,train
139312_flip1,train
138825_flip1,train
104211_flip1,train
173997_flip1,train
92197_flip1,train
108988_flip1,train
121717_flip1,train
145014_flip1,train
153060_flip1,train
111848_flip1,train
131257_flip1,train
127909_flip1,train
145481_flip1,train
135002_flip1,train
133175_flip1,train
99817_flip1,train
100285_flip1,train
127451_flip1,train
162091_flip1,train
134094_flip1,train
135036_flip1,train
132665_flip1,train
102803_flip1,train
20970_flip1,train
128361_flip1,train
128406_flip1,train
125070_flip1,train
101854_flip1,train
117483_flip1,train
120361_flip1,train
133595_flip1,train
121771_flip1,train
182080_flip1,train
127027_flip1,train
124090_flip1,train
139302_flip1,train
82374_flip1,train
131692_flip1,train
132625_flip1,train
145483_flip1,train
131724_flip1,train
128822_flip1,train
122758_flip1,train
145500_flip1,train
73342_flip1,train
122211_flip1,train
65267_flip1,train
110417_flip1,train
119369_flip1,train
159278_flip1,train
144537_flip1,train
121753_flip1,train
86197_flip1,train
131249_flip1,train
131676_flip1,train
151670_flip1,train
133141_flip1,train
136490_flip1,train
124595_flip1,train
139290_flip1,train
127005_flip1,train
119381_flip1,train
134097_flip1,train
151124_flip1,train
125488_flip1,train
132676_flip1,train
129844_flip1,train
117019_flip1,train
146447_flip1,train
85590_flip1,train
76189_flip1,train
127857_flip1,train
108366_flip1,train
144548_flip1,train
132646_flip1,train
124565_flip1,train
137872_flip1,train
97995_flip1,train
80949_flip1,train
129316_flip1,train
17644_flip1,train
120767_flip1,train
132164_flip1,train
139283_flip1,train
124139_flip1,train
100291_flip1,train
99473_flip1,train
143123_flip1,train
167323_flip1,train
116029_flip1,train
129343_flip1,train
122684_flip1,train
128379_flip1,train
134520_flip1,train
119811_flip1,train
127930_flip1,train
101708_flip1,train
106584_flip1,train
132645_flip1,train
134536_flip1,train
116584_flip1,train
162620_flip1,train
128365_flip1,train
101282_flip1,train
172545_flip1,train
125077_flip1,train
137416_flip1,train
135065_flip1,train
146904_flip1,train
107460_flip1,train
130331_flip1,train
136466_flip1,train
124562_flip1,train
128902_flip1,train
126058_flip1,train
133653_flip1,train
94092_flip1,train
119838_flip1,train
129813_flip1,train
144527_flip1,train
123179_flip1,train
137870_flip1,train
125096_flip1,train
125531_flip1,train
49576_flip1,train
144524_flip1,train
80453_flip1,train
94626_flip1,train
127894_flip1,train
144544_flip1,train
122158_flip1,train
74155_flip1,train
118893_flip1,train
124584_flip1,train
87535_flip1,train
133178_flip1,train
138842_flip1,train
124611_flip1,train
140269_flip1,train
120370_flip1,train
120787_flip1,train
74765_flip1,train
146902_flip1,train
136934_flip1,train
119824_flip1,train
132176_flip1,train
126487_flip1,train
121243_flip1,train
124126_flip1,train
142174_flip1,train
135511_flip1,train
