,set
133172,train
134588,train
94091,train
179223,train
145493,train
161641,train
163093,train
128345,train
130301,train
145015,train
132151,train
136967,train
136015,train
134040,train
142165,train
182080,train
111725,train
133141,train
61939,train
66221,train
129316,train
194433,train
173999,train
126031,train
125985,train
104098,train
134559,train
138825,train
130752,train
130738,train
127917,train
127415,train
126549,train
141182,train
71918,train
93721,train
118962,train
93719,train
100897,train
131242,train
145468,train
123163,train
143598,train
107987,train
136964,train
126958,train
135016,train
113678,train
159267,train
20970,train
135502,train
83326,train
123634,train
135987,train
136494,train
64319,train
126523,train
137883,train
126037,train
196811,train
75715,train
137396,train
125034,train
108941,train
81903,train
144071,train
141696,train
132175,train
130203,train
172546,train
90291,train
76200,train
127481,train
142174,train
130782,train
122685,train
135543,train
126481,train
144524,train
119438,train
129297,train
101375,train
131225,train
142163,train
122742,train
82378,train
171142,train
122270,train
121762,train
116563,train
20969,train
119856,train
107463,train
130717,train
146903,train
134591,train
136935,train
118485,train
124535,train
125582,train
137870,train
127948,train
107417,train
124089,train
140267,train
144542,train
141219,train
102183,train
122693,train
139289,train
119909,train
180176,train
102192,train
66689,train
125066,train
93215,train
134548,train
137389,train
111848,train
128407,train
134115,train
172566,train
125993,train
131731,train
100894,train
125086,train
133177,train
153075,train
123638,train
138815,train
126534,train
139299,train
139318,train
130250,train
130331,train
196814,train
115986,train
118460,train
125994,train
129819,train
128009,train
87590,train
146449,train
102728,train
143123,train
130263,train
120286,train
102669,train
140738,train
117966,train
129779,train
103277,train
99811,train
86192,train
148526,train
116078,train
130244,train
134117,train
115119,train
117453,train
124469,train
139316,train
109941,train
131210,train
78458,train
133174,train
83818,train
117009,train
75611,train
155468,train
127025,train
137386,train
74764,train
118368,train
128412,train
124060,train
114218,train
71431,train
139292,train
105995,train
130258,train
86193,train
120820,train
121729,train
134544,train
133158,train
126016,train
131219,train
114158,train
118416,train
119434,train
132182,train
120746,train
49578,train
50528,train
172547,train
96465,train
123667,train
135046,train
128823,train
87062,train
139308,train
121248,train
119855,train
129313,train
183980,train
131267,train
134609,train
138355,train
133593,train
127448,train
125539,train
127437,train
127905,train
140262,train
211569,train
116998,train
128387,train
145972,train
122158,train
126029,train
128429,train
150195,train
135040,train
140728,train
174032,train
120793,train
113743,train
144532,train
126941,train
122692,train
131208,train
141203,train
97419,train
133646,train
165905,train
120794,train
118427,train
115648,train
134568,train
138361,train
120765,train
131687,train
80474,train
163570,train
178745,train
125085,train
145969,train
125515,train
132191,train
164044,train
78457,train
136963,train
96095,train
133175,train
99862,train
124557,train
127442,train
131702,train
120847,train
102803,train
121787,train
120788,train
124612,train
130302,train
134593,train
127893,train
124580,train
95143,train
100901,train
105991,train
114174,train
126497,train
127456,train
131229,train
131255,train
65261,train
133166,train
112195,train
86198,train
133633,train
199263,train
113622,train
131716,train
85206,train
129795,train
115978,train
68590,train
126952,train
134592,train
144067,train
126009,train
185021,train
100895,train
143120,train
145975,train
138824,train
140746,train
132165,train
133621,train
134565,train
121293,train
89496,train
88549,train
115631,train
121737,train
128391,train
165470,train
100291,train
140253,train
116079,train
102712,train
141698,train
137437,train
128373,train
116565,train
154047,train
104149,train
105518,train
117036,train
107893,train
99474,train
139767,train
84731,train
127932,train
140271,train
128367,train
168272,train
131246,train
141222,train
122702,train
125510,train
117007,train
123587,train
144066,train
136031,train
163094,train
114173,train
122690,train
119823,train
118898,train
106945,train
130294,train
109946,train
5730,train
124164,train
171595,train
124598,train
121771,train
125565,train
86196,train
121242,train
128390,train
131215,train
161136,train
110381,train
128410,train
118902,train
121792,train
79384,train
88485,train
131222,train
140742,train
121294,train
127859,train
132199,train
164520,train
99850,train
121230,train
84256,train
190277,train
120360,train
131216,train
114206,train
126464,train
130790,train
129369,train
136013,train
100900,train
121277,train
98044,train
124567,train
118442,train
132184,train
100374,train
127434,train
98040,train
139783,train
131221,train
113167,train
135060,train
109432,train
122213,train
196336,train
179220,train
123572,train
148338,train
152147,train
145966,train
86661,train
136032,train
102714,train
125081,train
134600,train
122717,train
143126,train
118488,train
116056,train
144550,train
135028,train
119861,train
134089,train
134643,train
160691,train
104227,train
120299,train
134562,train
118418,train
147396,train
125549,train
107533,train
144060,train
133653,train
122667,train
101708,train
136946,train
161138,train
150236,train
87060,train
129302,train
122157,train
119369,train
138366,train
135035,train
153061,train
83817,train
146447,train
119839,train
171140,train
133618,train
140740,train
107059,train
172545,train
135077,train
93679,train
117949,train
103186,train
17642,train
130254,train
143599,train
126023,train
137917,train
144552,train
125008,train
114644,train
172650,train
135041,train
126060,train
124600,train
130289,train
126504,train
70379,train
49577,train
125080,train
166837,train
113659,train
144048,train
20494,train
123174,train
111366,train
132209,train
151388,train
134078,train
133148,train
141212,train
119885,train
121264,train
131679,train
128827,train
128393,train
65267,train
144049,train
131259,train
139780,train
121250,train
153569,train
20496,train
129776,train
135042,train
137417,train
107030,train
121322,train
106946,train
152598,train
96945,train
126058,train
139290,train
110892,train
150219,train
136466,train
139296,train
132157,train
137440,train
61465,train
119368,train
127445,train
132651,train
123192,train
105988,train
134118,train
145484,train
132178,train
132181,train
103278,train
80452,train
144070,train
99817,train
111367,train
121254,train
132631,train
132624,train
115063,train
116967,train
122214,train
133178,train
90446,train
162616,train
133151,train
129322,train
128395,train
139730,train
80453,train
117518,train
131258,train
124636,train
126495,train
97566,train
125087,train
112797,train
106942,train
130772,train
135037,train
135559,train
133260,train
175991,train
126962,train
127383,train
74766,train
129349,train
109464,train
131254,train
129305,train
108936,train
101378,train
135022,train
126536,train
113236,train
122222,train
120289,train
137864,train
65269,train
124109,train
185018,train
82852,train
103709,train
151668,train
131209,train
131243,train
127451,train
145018,train
119385,train
85123,train
125077,train
115120,train
105513,train
119795,train
136011,train
138388,train
195516,train
132669,train
211568,train
115494,train
108462,train
128826,train
116529,train
76086,train
84258,train
145963,train
119858,train
171615,train
132618,train
120781,train
125488,train
105521,train
118440,train
139792,train
135516,train
106471,train
124605,train
122269,train
146450,train
128378,train
132670,train
128389,train
149268,train
107505,train
126026,train
129826,train
150223,train
127408,train
113749,train
108478,train
133161,train
130749,train
106518,train
130295,train
135555,train
120768,train
66216,train
129351,train
51477,train
115075,train
132684,train
144046,train
116966,train
164045,train
145492,train
130288,train
124091,train
113226,train
173595,train
135969,train
133160,train
133164,train
126961,train
121748,train
126983,train
130741,train
130272,train
136493,train
124146,train
130779,train
106109,train
118841,train
138360,train
151598,train
121720,train
124121,train
140207,train
118935,train
132203,train
120335,train
134045,train
127895,train
132190,train
138842,train
131689,train
140747,train
151671,train
87534,train
126944,train
128380,train
146419,train
114135,train
135029,train
130789,train
125540,train
162617,train
122735,train
136942,train
129818,train
127005,train
147379,train
153565,train
123198,train
122714,train
117512,train
120331,train
120339,train
120295,train
137850,train
133617,train
141693,train
160697,train
125558,train
116044,train
116997,train
194432,train
131224,train
137912,train
139784,train
71905,train
172568,train
128409,train
82875,train
146444,train
94670,train
114155,train
125559,train
61940,train
118927,train
124167,train
123672,train
133259,train
126007,train
176957,train
167799,train
113265,train
122738,train
127922,train
129327,train
127888,train
120779,train
132210,train
142650,train
112791,train
120319,train
126990,train
132154,train
106529,train
145004,train
117031,train
81420,train
125073,train
145480,train
133139,train
126903,train
127891,train
160692,train
85122,train
125535,train
104228,train
134041,train
110786,train
134120,train
146904,train
144537,train
118467,train
83342,train
121767,train
105996,train
94667,train
107891,train
85245,train
119912,train
136968,train
139288,train
142169,train
72383,train
130314,train
146918,train
185501,train
135539,train
119904,train
101852,train
135062,train
144031,train
119383,train
121216,train
98033,train
73682,train
131718,train
119366,train
140266,train
20019,train
125532,train
145021,train
124548,train
110311,train
99342,train
129433,train
101235,train
119402,train
69056,train
89036,train
125055,train
128878,train
137439,train
164519,train
143115,train
115633,train
103237,train
138840,train
128392,train
122633,train
137408,train
137913,train
134552,train
175403,train
183979,train
131244,train
124583,train
122243,train
177908,train
143124,train
117040,train
171625,train
135012,train
129800,train
127937,train
115510,train
134597,train
110788,train
100285,train
114113,train
129345,train
141224,train
121763,train
137398,train
121273,train
166379,train
88074,train
127907,train
104153,train
102769,train
145971,train
97420,train
141223,train
125547,train
137387,train
130730,train
108410,train
121262,train
142651,train
152599,train
132694,train
178856,train
136961,train
127902,train
76679,train
159667,train
117020,train
116579,train
101282,train
125074,train
95619,train
132642,train
129790,train
98480,train
143591,train
144536,train
128847,train
124561,train
114214,train
163092,train
145944,train
150224,train
103145,train
133650,train
100419,train
98005,train
129353,train
88008,train
133157,train
129829,train
123688,train
99390,train
132640,train
135080,train
115155,train
149929,train
122192,train
127910,train
126937,train
126522,train
131268,train
195943,train
115616,train
123196,train
66696,train
117042,train
82843,train
124131,train
123182,train
114205,train
130774,train
135068,train
124611,train
85244,train
131694,train
126535,train
134093,train
133127,train
172071,train
123647,train
134111,train
122266,train
190278,train
120293,train
145488,train
82375,train
71907,train
135538,train
135971,train
136934,train
135020,train
124107,train
123098,train
163567,train
138345,train
161636,train
122632,train
163568,train
131734,train
140208,train
176959,train
143116,train
134610,train
145490,train
118423,train
101289,train
133575,train
150669,train
138826,train
128413,train
130758,train
135023,train
83350,train
118466,train
173977,train
116084,train
124124,train
123652,train
113274,train
144541,train
136943,train
128840,train
121268,train
103194,train
107060,train
132174,train
117503,train
195863,train
144549,train
103677,train
126980,train
113739,train
133154,train
99816,train
72390,train
127418,train
182555,train
125060,train
114649,train
70504,train
144543,train
152073,train
179699,train
145487,train
121266,train
194912,train
185496,train
138364,train
185016,train
162121,train
177800,train
136931,train
117504,train
100893,train
135546,train
134584,train
98992,train
177907,train
195862,train
131688,train
118487,train
135084,train
197289,train
108990,train
126477,train
124141,train
146921,train
128911,train
139778,train
195386,train
136933,train
138834,train
115156,train
104209,train
132649,train
132215,train
123112,train
121693,train
121265,train
141211,train
124606,train
128355,train
125096,train
143600,train
124622,train
118844,train
134585,train
123663,train
153092,train
123177,train
86178,train
122239,train
124623,train
119811,train
132687,train
134049,train
76188,train
125490,train
88085,train
139309,train
131212,train
134578,train
116531,train
173519,train
125531,train
127413,train
127008,train
123218,train
129817,train
129342,train
119910,train
138342,train
144551,train
120818,train
106994,train
110891,train
49103,train
122723,train
134570,train
125056,train
130271,train
86529,train
120724,train
161611,train
134122,train
122737,train
87536,train
124140,train
129851,train
133168,train
114624,train
137872,train
131232,train
135996,train
137882,train
96613,train
142164,train
112265,train
126973,train
101244,train
123649,train
134569,train
131701,train
113608,train
142645,train
125553,train
133100,train
138816,train
127913,train
132628,train
124147,train
131728,train
133128,train
134566,train
125498,train
122688,train
126533,train
120745,train
108366,train
97519,train
134583,train
131736,train
132218,train
117967,train
143121,train
126045,train
116564,train
132630,train
108463,train
132231,train
100424,train
107948,train
127927,train
125992,train
154989,train
136486,train
126886,train
141688,train
123651,train
185494,train
128368,train
97896,train
122156,train
108035,train
123168,train
123670,train
130780,train
152607,train
138817,train
160667,train
61938,train
126974,train
127912,train
166378,train
121719,train
140231,train
132166,train
197290,train
130777,train
126006,train
127431,train
125091,train
105608,train
111262,train
145016,train
100292,train
120249,train
123097,train
109906,train
65741,train
127452,train
126059,train
123678,train
117993,train
107512,train
125989,train
142649,train
105038,train
125534,train
140268,train
145024,train
129317,train
134611,train
118428,train
130757,train
134108,train
127026,train
123637,train
149269,train
144545,train
196338,train
130279,train
135027,train
100423,train
103187,train
120790,train
107460,train
132176,train
110380,train
148344,train
130280,train
173144,train
137388,train
127957,train
108988,train
108461,train
128850,train
122190,train
124544,train
101719,train
164042,train
142168,train
140264,train
123664,train
134121,train
132656,train
131206,train
115617,train
121299,train
120742,train
129347,train
103752,train
132785,train
51478,train
125040,train
115632,train
173996,train
119381,train
112196,train
131684,train
135065,train
135978,train
132666,train
130748,train
134580,train
128869,train
135541,train
126511,train
132623,train
175530,train
134076,train
145956,train
124610,train
125009,train
135071,train
123149,train
123165,train
121692,train
178272,train
123689,train
132152,train
144518,train
153572,train
93240,train
135553,train
121738,train
127464,train
117475,train
136502,train
127908,train
135092,train
131231,train
122622,train
121765,train
196813,train
97999,train
122744,train
195864,train
109431,train
125545,train
126985,train
109940,train
147368,train
129356,train
139758,train
145007,train
120816,train
134125,train
125533,train
145499,train
130256,train
133165,train
122718,train
114083,train
145958,train
74765,train
114097,train
95990,train
137436,train
111810,train
130299,train
134094,train
152108,train
131676,train
141186,train
126482,train
107474,train
99389,train
127958,train
134535,train
147369,train
145006,train
130771,train
103144,train
134051,train
96944,train
132667,train
164995,train
115638,train
122758,train
130745,train
126979,train
93243,train
139317,train
131706,train
109463,train
120805,train
121715,train
149488,train
141692,train
137418,train
145494,train
132678,train
67030,train
135509,train
117032,train
117019,train
115594,train
135558,train
138344,train
127010,train
130756,train
128401,train
90901,train
126487,train
132214,train
135990,train
140729,train
146915,train
107462,train
133637,train
116109,train
128872,train
131686,train
120789,train
120370,train
134521,train
128879,train
114679,train
129775,train
162090,train
153987,train
139777,train
122218,train
118441,train
139788,train
124635,train
124081,train
18119,train
102235,train
121199,train
123178,train
133635,train
127439,train
131691,train
177918,train
133631,train
106585,train
130766,train
109873,train
164996,train
137404,train
125530,train
151171,train
129821,train
118486,train
171150,train
132676,train
98000,train
141694,train
148793,train
132310,train
122240,train
127903,train
126461,train
152075,train
131696,train
97044,train
117990,train
128379,train
113750,train
135534,train
134073,train
133147,train
72858,train
123641,train
139307,train
121241,train
120292,train
140254,train
121280,train
121246,train
68479,train
128411,train
134083,train
123609,train
132173,train
109939,train
118794,train
72865,train
122267,train
137395,train
135503,train
116523,train
132648,train
122722,train
94563,train
153561,train
98996,train
75711,train
122247,train
124125,train
126942,train
133162,train
100330,train
102236,train
121269,train
135036,train
131721,train
120797,train
136452,train
139303,train
135089,train
127427,train
121239,train
137403,train
129296,train
88550,train
102191,train
135032,train
120860,train
109468,train
130760,train
133167,train
130382,train
127462,train
137867,train
173976,train
119841,train
71927,train
118893,train
136020,train
88561,train
130778,train
122246,train
144522,train
117517,train
126014,train
132202,train
138841,train
135968,train
107986,train
143601,train
75714,train
176483,train
126005,train
131707,train
93244,train
132671,train
141687,train
135085,train
212043,train
135549,train
122237,train
144050,train
107559,train
132686,train
142639,train
144546,train
126468,train
122215,train
72868,train
134581,train
138813,train
127446,train
114681,train
129323,train
134572,train
87598,train
107981,train
126501,train
118934,train
136465,train
90426,train
123134,train
135506,train
94152,train
148798,train
145962,train
123650,train
123682,train
134579,train
135552,train
130747,train
64793,train
135517,train
116048,train
136928,train
144035,train
134091,train
140717,train
85239,train
104096,train
127914,train
135047,train
98521,train
124590,train
135090,train
127472,train
118453,train
115107,train
131153,train
98516,train
145025,train
135496,train
135513,train
117029,train
122263,train
132194,train
144075,train
112691,train
70503,train
124616,train
145500,train
116029,train
126965,train
116090,train
148336,train
125071,train
103751,train
121731,train
152616,train
145946,train
107994,train
122686,train
81425,train
139319,train
137406,train
130275,train
129777,train
117006,train
123642,train
131678,train
136468,train
128870,train
124608,train
115988,train
138343,train
121741,train
178271,train
182077,train
107469,train
195942,train
126485,train
129306,train
76186,train
128865,train
134598,train
123179,train
131757,train
113267,train
129803,train
133606,train
147397,train
20492,train
140734,train
75713,train
126943,train
115969,train
135081,train
116560,train
97895,train
121680,train
144065,train
99950,train
178393,train
113169,train
126984,train
116978,train
126015,train
194437,train
134545,train
94626,train
123096,train
104617,train
132691,train
126926,train
135995,train
137410,train
127454,train
94562,train
90436,train
109945,train
94092,train
147871,train
126954,train
137875,train
132200,train
112266,train
125089,train
120787,train
128358,train
122211,train
149964,train
134114,train
117037,train
173594,train
68954,train
137914,train
131207,train
140250,train
117533,train
18115,train
116077,train
126490,train
114589,train
146919,train
103203,train
138814,train
99809,train
135001,train
122691,train
123197,train
135992,train
128876,train
127935,train
101370,train
17168,train
98995,train
131227,train
135075,train
172070,train
133159,train
135547,train
127920,train
126011,train
133634,train
132677,train
133171,train
123635,train
104693,train
152622,train
85208,train
123140,train
119838,train
143593,train
17643,train
108467,train
94196,train
144964,train
123136,train
100331,train
196339,train
71908,train
130202,train
75241,train
72378,train
128834,train
137866,train
168274,train
120741,train
134110,train
143595,train
129828,train
126042,train
71917,train
130286,train
146446,train
128402,train
134599,train
153575,train
133649,train
180175,train
133616,train
135472,train
110414,train
133173,train
68535,train
119857,train
133640,train
106987,train
130277,train
153060,train
145482,train
115989,train
132195,train
131685,train
125072,train
132673,train
126486,train
83824,train
114687,train
135011,train
124122,train
131710,train
114196,train
139790,train
132576,train
131266,train
125058,train
136470,train
145022,train
124562,train
130316,train
146443,train
122701,train
88548,train
127419,train
65738,train
111724,train
126520,train
120369,train
97913,train
106584,train
173596,train
134060,train
133605,train
103621,train
133630,train
135520,train
133619,train
195940,train
148813,train
128417,train
138368,train
130278,train
126972,train
136016,train
121730,train
138839,train
131249,train
132177,train
83323,train
113742,train
120804,train
103276,train
137416,train
116580,train
116080,train
98518,train
134526,train
125035,train
132171,train
128408,train
145498,train
97520,train
99471,train
82842,train
177915,train
126003,train
119320,train
106986,train
103678,train
133614,train
125560,train
139768,train
144073,train
100335,train
119408,train
130319,train
179702,train
83802,train
102194,train
212044,train
127416,train
146902,train
174452,train
114156,train
140249,train
134547,train
119903,train
128848,train
120846,train
124534,train
132641,train
128352,train
129814,train
135540,train
124602,train
123189,train
123692,train
138339,train
137895,train
127027,train
68104,train
128841,train
137861,train
19543,train
145947,train
125039,train
117926,train
126479,train
133163,train
120313,train
116442,train
130770,train
146442,train
141202,train
112323,train
124599,train
132683,train
144995,train
117035,train
131223,train
144963,train
116584,train
135059,train
141669,train
111185,train
132217,train
109872,train
142170,train
135518,train
195388,train
116441,train
116889,train
131708,train
132183,train
121739,train
101266,train
136456,train
143594,train
88484,train
117941,train
128958,train
121716,train
106108,train
123639,train
117948,train
138341,train
147392,train
106943,train
122712,train
118472,train
110416,train
100898,train
130293,train
135991,train
129815,train
167323,train
140232,train
126043,train
172072,train
121718,train
128867,train
92740,train
124627,train
129312,train
107459,train
136442,train
100325,train
119367,train
140269,train
105514,train
132665,train
145020,train
145017,train
133636,train
121217,train
126960,train
132695,train
146432,train
131704,train
121764,train
134527,train
132179,train
139781,train
129907,train
127930,train
125090,train
144989,train
130746,train
138843,train
120288,train
132689,train
160690,train
163091,train
126484,train
140243,train
100417,train
116566,train
133594,train
121247,train
121742,train
48627,train
117946,train
117505,train
133093,train
122741,train
125037,train
49101,train
123643,train
144076,train
77153,train
123191,train
139305,train
145968,train
133122,train
136485,train
126057,train
121769,train
123123,train
128375,train
106043,train
130300,train
116524,train
114689,train
75725,train
6205,train
139793,train
115539,train
136018,train
125107,train
126989,train
127871,train
118961,train
124621,train
135548,train
60463,train
171246,train
127870,train
138836,train
114693,train
145502,train
123159,train
139770,train
132160,train
125529,train
125097,train
114213,train
127909,train
119893,train
133647,train
122660,train
123665,train
114101,train
135492,train
131726,train
129801,train
134590,train
179700,train
117494,train
98861,train
159668,train
110836,train
100343,train
92197,train
162595,train
75229,train
129352,train
135494,train
121255,train
129793,train
136488,train
96611,train
131234,train
87061,train
136911,train
126976,train
88073,train
110312,train
195387,train
86652,train
160215,train
102327,train
128877,train
141690,train
131692,train
126963_flip1,train
144523_flip1,train
134553_flip1,train
117997_flip1,train
139787_flip1,train
80951_flip1,train
137915_flip1,train
120316_flip1,train
162620_flip1,train
149743_flip1,train
116504_flip1,train
69904_flip1,train
111726_flip1,train
173995_flip1,train
72380_flip1,train
140726_flip1,train
128875_flip1,train
120267_flip1,train
151186_flip1,train
139315_flip1,train
126496_flip1,train
98479_flip1,train
119437_flip1,train
113264_flip1,train
127483_flip1,train
81912_flip1,train
107082_flip1,train
122687_flip1,train
94198_flip1,train
95147_flip1,train
114134_flip1,train
75710_flip1,train
135493_flip1,train
127894_flip1,train
128335_flip1,train
110348_flip1,train
116124_flip1,train
130282_flip1,train
128370_flip1,train
130287_flip1,train
131703_flip1,train
98946_flip1,train
130290_flip1,train
137394_flip1,train
122245_flip1,train
134596_flip1,train
91777_flip1,train
99948_flip1,train
137871_flip1,train
21445_flip1,train
126509_flip1,train
132682_flip1,train
71903_flip1,train
147870_flip1,train
80475_flip1,train
126513_flip1,train
126022_flip1,train
127892_flip1,train
128851_flip1,train
132185_flip1,train
120344_flip1,train
132668_flip1,train
124110_flip1,train
123217_flip1,train
18116_flip1,train
107057_flip1,train
132645_flip1,train
99949_flip1,train
130677_flip1,train
188340_flip1,train
126975_flip1,train
128405_flip1,train
103753_flip1,train
128365_flip1,train
110418_flip1,train
123657_flip1,train
99335_flip1,train
135054_flip1,train
130736_flip1,train
133126_flip1,train
86195_flip1,train
101288_flip1,train
111844_flip1,train
18593_flip1,train
88051_flip1,train
84733_flip1,train
127951_flip1,train
99810_flip1,train
105039_flip1,train
128888_flip1,train
84718_flip1,train
126056_flip1,train
138363_flip1,train
128388_flip1,train
130775_flip1,train
108513_flip1,train
109944_flip1,train
132629_flip1,train
95618_flip1,train
127420_flip1,train
122703_flip1,train
109430_flip1,train
133140_flip1,train
100344_flip1,train
115163_flip1,train
127438_flip1,train
139779_flip1,train
109469_flip1,train
122262_flip1,train
126498_flip1,train
137874_flip1,train
131233_flip1,train
53246_flip1,train
115571_flip1,train
100819_flip1,train
175878_flip1,train
134086_flip1,train
116996_flip1,train
125079_flip1,train
132626_flip1,train
165469_flip1,train
120798_flip1,train
118892_flip1,train
131698_flip1,train
114207_flip1,train
120806_flip1,train
114630_flip1,train
143125_flip1,train
127956_flip1,train
159741_flip1,train
104211_flip1,train
126936_flip1,train
145027_flip1,train
59021_flip1,train
125509_flip1,train
20020_flip1,train
118842_flip1,train
127857_flip1,train
139791_flip1,train
112789_flip1,train
144051_flip1,train
149454_flip1,train
140707_flip1,train
126512_flip1,train
126021_flip1,train
106470_flip1,train
114588_flip1,train
121753_flip1,train
135067_flip1,train
113731_flip1,train
117506_flip1,train
113204_flip1,train
133103_flip1,train
152615_flip1,train
132172_flip1,train
131730_flip1,train
120723_flip1,train
146907_flip1,train
128881_flip1,train
130768_flip1,train
161165_flip1,train
130773_flip1,train
123640_flip1,train
127459_flip1,train
132198_flip1,train
118960_flip1,train
124566_flip1,train
24790_flip1,train
135495_flip1,train
164994_flip1,train
94093_flip1,train
125990_flip1,train
97912_flip1,train
137881_flip1,train
139320_flip1,train
123633_flip1,train
135058_flip1,train
123646_flip1,train
124135_flip1,train
88010_flip1,train
133145_flip1,train
134092_flip1,train
135542_flip1,train
131250_flip1,train
123619_flip1,train
112693_flip1,train
83349_flip1,train
127421_flip1,train
129856_flip1,train
65736_flip1,train
105167_flip1,train
130291_flip1,train
153986_flip1,train
119812_flip1,train
120322_flip1,train
125541_flip1,train
141194_flip1,train
113660_flip1,train
139293_flip1,train
121772_flip1,train
150670_flip1,train
117495_flip1,train
130268_flip1,train
116561_flip1,train
97995_flip1,train
100760_flip1,train
97950_flip1,train
135017_flip1,train
135497_flip1,train
117406_flip1,train
140263_flip1,train
132197_flip1,train
77156_flip1,train
93241_flip1,train
131746_flip1,train
116091_flip1,train
122713_flip1,train
126982_flip1,train
171617_flip1,train
81911_flip1,train
134594_flip1,train
17641_flip1,train
124556_flip1,train
132162_flip1,train
119382_flip1,train
135055_flip1,train
99472_flip1,train
111240_flip1,train
122621_flip1,train
165468_flip1,train
133628_flip1,train
119840_flip1,train
102802_flip1,train
136960_flip1,train
130304_flip1,train
136017_flip1,train
126506_flip1,train
137399_flip1,train
115595_flip1,train
130761_flip1,train
128849_flip1,train
73351_flip1,train
135033_flip1,train
119863_flip1,train
212989_flip1,train
100759_flip1,train
120801_flip1,train
135536_flip1,train
123653_flip1,train
139283_flip1,train
145023_flip1,train
114092_flip1,train
145957_flip1,train
134560_flip1,train
132625_flip1,train
125555_flip1,train
122715_flip1,train
121740_flip1,train
130305_flip1,train
97421_flip1,train
135980_flip1,train
173998_flip1,train
171601_flip1,train
126500_flip1,train
88072_flip1,train
120250_flip1,train
132168_flip1,train
117000_flip1,train
134601_flip1,train
121768_flip1,train
131252_flip1,train
141208_flip1,train
103622_flip1,train
143602_flip1,train
80950_flip1,train
133599_flip1,train
124132_flip1,train
135556_flip1,train
121681_flip1,train
74753_flip1,train
127458_flip1,train
123180_flip1,train
128394_flip1,train
129346_flip1,train
138833_flip1,train
133645_flip1,train
101709_flip1,train
144521_flip1,train
136927_flip1,train
75228_flip1,train
143596_flip1,train
136026_flip1,train
124162_flip1,train
118452_flip1,train
98006_flip1,train
131700_flip1,train
140736_flip1,train
136034_flip1,train
131282_flip1,train
127450_flip1,train
87135_flip1,train
131253_flip1,train
128406_flip1,train
94195_flip1,train
140261_flip1,train
124609_flip1,train
88532_flip1,train
133172_flip1,train
134588_flip1,train
94091_flip1,train
179223_flip1,train
145493_flip1,train
161641_flip1,train
163093_flip1,train
128345_flip1,train
130301_flip1,train
