,set
152125,train
100416,train
114536,train
125979,train
140713,train
131693,train
109318,train
121277,train
140253,train
115100,train
132185,train
142156,train
102242,train
113607,train
107514,train
117864,train
167795,train
139300,train
122237,train
118013,train
152586,train
119848,train
76087,train
135519,train
190278,train
140720,train
117486,train
179225,train
88488,train
146615,train
120784,train
130237,train
72758,train
116117,train
163517,train
17644,train
124614,train
109462,train
135984,train
134134,train
95577,train
137879,train
141221,train
142160,train
74764,train
148061,train
131687,train
136970,train
116588,train
137869,train
107887,train
2400,train
97041,train
107938,train
127889,train
115116,train
141220,train
127455,train
125069,train
121744,train
128840,train
113225,train
177298,train
138347,train
147119,train
165906,train
129762,train
106038,train
94089,train
154998,train
120325,train
137446,train
103665,train
154044,train
152143,train
144543,train
173998,train
84760,train
139309,train
111231,train
65607,train
131222,train
136456,train
116932,train
180155,train
131757,train
126031,train
104663,train
72394,train
117044,train
103753,train
183978,train
52900,train
66082,train
128898,train
74185,train
131208,train
140385,train
109465,train
85115,train
64792,train
139433,train
178270,train
145952,train
20018,train
124119,train
146635,train
146906,train
134559,train
133177,train
185490,train
98004,train
107472,train
79040,train
150716,train
180153,train
131265,train
116090,train
123673,train
186439,train
105995,train
87060,train
140269,train
110414,train
85706,train
112221,train
123189,train
94153,train
129826,train
132667,train
108890,train
19545,train
107082,train
67030,train
144735,train
181604,train
100343,train
80017,train
145686,train
111810,train
89973,train
127935,train
143539,train
119872,train
144031,train
137378,train
170271,train
125529,train
119871,train
173500,train
74775,train
101377,train
196811,train
133101,train
112208,train
222511,train
109416,train
41885,train
159770,train
179674,train
135988,train
126529,train
113656,train
132670,train
86189,train
97003,train
125066,train
135946,train
111184,train
113744,train
26217,train
95041,train
115153,train
138388,train
174918,train
144078,train
112198,train
135005,train
136936,train
121248,train
97522,train
161644,train
83224,train
145976,train
109793,train
66088,train
136112,train
132629,train
152139,train
109330,train
94225,train
84278,train
113617,train
84770,train
107562,train
88522,train
142649,train
134116,train
135565,train
73203,train
104184,train
113743,train
109367,train
124109,train
115531,train
158294,train
130743,train
122191,train
172070,train
102803,train
104564,train
66216,train
128868,train
100423,train
71912,train
103747,train
95180,train
155941,train
126038,train
125101,train
105518,train
108464,train
190277,train
133635,train
124582,train
126938,train
95175,train
130744,train
103137,train
184455,train
108468,train
91778,train
24343,train
135036,train
23395,train
125071,train
102666,train
127951,train
94666,train
116595,train
130810,train
118011,train
132669,train
151610,train
146626,train
84292,train
145677,train
122658,train
129793,train
130265,train
220611,train
108942,train
144991,train
163992,train
116569,train
152584,train
142175,train
99897,train
132282,train
140248,train
141172,train
128360,train
109415,train
85590,train
122739,train
150701,train
174922,train
146441,train
134536,train
97912,train
139287,train
178248,train
137850,train
87105,train
164045,train
113660,train
124544,train
116123,train
109893,train
26691,train
114589,train
130326,train
192070,train
110311,train
133144,train
191592,train
103668,train
158793,train
102691,train
140712,train
128850,train
134528,train
175991,train
132688,train
121310,train
136028,train
119443,train
134572,train
111742,train
115011,train
134595,train
175995,train
109946,train
132692,train
164044,train
132320,train
131676,train
132628,train
85710,train
112185,train
93277,train
143574,train
122648,train
116059,train
170646,train
75581,train
195862,train
127394,train
144057,train
176958,train
86491,train
133171,train
195516,train
111310,train
84778,train
135059,train
153536,train
173498,train
151649,train
28066,train
101717,train
151611,train
145965,train
103746,train
113245,train
138827,train
113222,train
159295,train
86179,train
114219,train
131728,train
137613,train
118339,train
128907,train
18115,train
128896,train
118001,train
152146,train
69056,train
172654,train
113588,train
172652,train
69065,train
135981,train
136423,train
123217,train
127446,train
144056,train
184929,train
96006,train
131719,train
73826,train
89474,train
124530,train
135544,train
27167,train
84767,train
106076,train
101757,train
64795,train
131255,train
97566,train
127948,train
122715,train
128425,train
126922,train
82369,train
200692,train
98991,train
104667,train
153060,train
96095,train
82742,train
120824,train
95994,train
114130,train
152107,train
129779,train
98441,train
118904,train
103255,train
107893,train
191228,train
51468,train
85715,train
7160,train
125530,train
94197,train
114095,train
137440,train
89482,train
92727,train
172650,train
149963,train
173120,train
160246,train
117453,train
93139,train
121236,train
126435,train
135046,train
123098,train
103710,train
70978,train
134096,train
117491,train
121280,train
27643,train
90901,train
97524,train
82373,train
122756,train
124134,train
134137,train
110840,train
115982,train
71908,train
98440,train
137878,train
114212,train
77155,train
98478,train
103188,train
116465,train
135517,train
175403,train
110757,train
131730,train
134640,train
141663,train
59988,train
102246,train
133570,train
125975,train
94088,train
135063,train
125580,train
127534,train
112260,train
177805,train
164956,train
144528,train
148066,train
104228,train
107471,train
150224,train
96136,train
106984,train
98940,train
139745,train
147856,train
106583,train
107511,train
118443,train
106997,train
111849,train
153570,train
26694,train
98510,train
150712,train
121251,train
149000,train
121683,train
113589,train
140384,train
212515,train
143115,train
149495,train
145476,train
126008,train
171108,train
120328,train
138808,train
85111,train
134612,train
120789,train
139765,train
127910,train
6679,train
119317,train
137439,train
116585,train
83698,train
120848,train
148542,train
118340,train
116931,train
105596,train
104693,train
139304,train
102710,train
121807,train
114644,train
131697,train
99841,train
148052,train
170664,train
129758,train
123666,train
125568,train
81899,train
131218,train
114214,train
120773,train
101760,train
94093,train
118485,train
109854,train
118892,train
125569,train
131682,train
124605,train
50051,train
88960,train
120788,train
95148,train
147595,train
145949,train
127903,train
176912,train
112747,train
145678,train
148524,train
123172,train
110365,train
87606,train
100821,train
125546,train
129795,train
108000,train
84765,train
117402,train
113148,train
117045,train
119391,train
214473,train
130335,train
123649,train
161211,train
80473,train
147365,train
74303,train
126043,train
134580,train
127382,train
130761,train
129374,train
116491,train
134556,train
27116,train
134589,train
129810,train
125008,train
118490,train
174450,train
137402,train
80476,train
160697,train
145499,train
82866,train
143561,train
115976,train
147850,train
137862,train
116528,train
80479,train
108009,train
88558,train
134587,train
186913,train
147395,train
135513,train
149273,train
135556,train
115142,train
111316,train
131281,train
133567,train
133155,train
113750,train
146130,train
153569,train
105138,train
116928,train
149760,train
142301,train
55716,train
104142,train
91299,train
124082,train
125106,train
137376,train
137393,train
124630,train
127007,train
147580,train
131285,train
119319,train
93716,train
173015,train
130728,train
148514,train
119811,train
84294,train
120832,train
111709,train
109800,train
135085,train
123138,train
85711,train
140748,train
172545,train
125110,train
102308,train
98466,train
141206,train
122663,train
79999,train
81904,train
85713,train
133093,train
62888,train
197363,train
119888,train
89006,train
99337,train
127448,train
144055,train
111743,train
100375,train
121691,train
72859,train
124088,train
136900,train
128810,train
115593,train
120804,train
92251,train
123674,train
108988,train
179224,train
116562,train
133104,train
118319,train
106559,train
172075,train
128426,train
66689,train
100291,train
134094,train
161165,train
124585,train
162621,train
135495,train
130295,train
70022,train
67647,train
86656,train
121230,train
72868,train
173016,train
151670,train
102195,train
88080,train
110315,train
106586,train
101821,train
93756,train
89036,train
122724,train
113273,train
126427,train
82743,train
102294,train
125112,train
127859,train
119858,train
81420,train
108884,train
122218,train
128365,train
70504,train
145015,train
148523,train
117006,train
114672,train
99866,train
85539,train
116587,train
16694,train
107462,train
126459,train
137875,train
116028,train
130317,train
126490,train
136036,train
126485,train
117008,train
112799,train
103754,train
138485,train
120765,train
100815,train
192568,train
121773,train
214404,train
136485,train
123161,train
146432,train
78458,train
102712,train
133646,train
135091,train
84285,train
121721,train
107470,train
119409,train
134593,train
98904,train
124167,train
85228,train
117533,train
77145,train
118479,train
138365,train
109409,train
101763,train
184928,train
194989,train
152640,train
75234,train
111332,train
73681,train
110754,train
95038,train
131213,train
132198,train
126449,train
140236,train
139797,train
86490,train
139311,train
111778,train
118960,train
161171,train
133110,train
142637,train
124556,train
126032,train
139730,train
127981,train
131246,train
148526,train
106107,train
150698,train
142631,train
6683,train
148794,train
167792,train
127453,train
89948,train
119894,train
97419,train
131715,train
154047,train
135476,train
83763,train
125564,train
120308,train
106946,train
119440,train
119376,train
99815,train
140742,train
141660,train
158246,train
115632,train
93215,train
140739,train
105180,train
114537,train
173119,train
101718,train
110792,train
78096,train
98508,train
142646,train
138814,train
115610,train
126471,train
105637,train
142638,train
20556,train
100420,train
87607,train
173520,train
116583,train
148071,train
174919,train
161614,train
189712,train
95576,train
126964,train
84160,train
175872,train
92197,train
93140,train
119438,train
79048,train
85196,train
167319,train
111308,train
123134,train
134566,train
103658,train
145022,train
121246,train
134604,train
121796,train
127929,train
83688,train
141183,train
153550,train
144738,train
140235,train
103187,train
141203,train
211093,train
140250,train
127487,train
134535,train
117988,train
102713,train
97523,train
163571,train
149269,train
166911,train
128363,train
118342,train
114167,train
122216,train
82374,train
102186,train
108905,train
90825,train
167799,train
165475,train
175459,train
124636,train
97475,train
183980,train
99340,train
103660,train
148541,train
132193,train
82271,train
128872,train
95618,train
159266,train
133124,train
109364,train
114197,train
118348,train
114162,train
180653,train
126041,train
110350,train
146163,train
59987,train
124595,train
83341,train
118943,train
180175,train
106077,train
117017,train
145488,train
133260,train
84733,train
147377,train
81901,train
126984,train
120295,train
104653,train
89023,train
72811,train
135983,train
51948,train
147372,train
122693,train
107419,train
53374,train
84752,train
117013,train
71905,train
132674,train
137831,train
133640,train
109799,train
130746,train
139293,train
175873,train
138368,train
115631,train
195467,train
106111,train
143596,train
146924,train
89007,train
109885,train
119381,train
135652,train
84759,train
136442,train
123637,train
170746,train
134107,train
222513,train
126909,train
172093,train
159751,train
83780,train
120745,train
125516,train
123683,train
197841,train
182555,train
112670,train
144063,train
83800,train
181127,train
113268,train
56223,train
145003,train
97952,train
141683,train
114588,train
113623,train
123652,train
161628,train
117997,train
148331,train
120298,train
162595,train
127938,train
143109,train
130279,train
166837,train
83823,train
6681,train
135637,train
133574,train
80966,train
72877,train
126020,train
84167,train
117941,train
18592,train
116552,train
222506,train
139766,train
84254,train
112183,train
116104,train
120317,train
171593,train
117516,train
81315,train
74767,train
131690,train
170643,train
90436,train
158713,train
94230,train
160722,train
88060,train
116107,train
86674,train
114599,train
139315,train
92729,train
147564,train
124587,train
128432,train
134077,train
126059,train
129839,train
130299,train
135590,train
125105,train
119366,train
176822,train
106560,train
141224,train
113113,train
131760,train
102306,train
130770,train
127500,train
107466,train
127900,train
124619,train
128401,train
110362,train
134601,train
87131,train
123680,train
125490,train
107475,train
143126,train
153560,train
138830,train
116535,train
150220,train
120368,train
95995,train
136491,train
152582,train
98913,train
106075,train
120334,train
145202,train
139781,train
159192,train
123214,train
199739,train
135547,train
132730,train
171129,train
116441,train
123200,train
127858,train
125574,train
149742,train
120810,train
149756,train
86199,train
103659,train
173619,train
98439,train
151176,train
134564,train
115529,train
77034,train
136470,train
121806,train
99949,train
146448,train
120791,train
99944,train
115990,train
113610,train
73349,train
118029,train
82366,train
109938,train
174073,train
84769,train
150195,train
151388,train
134060,train
85229,train
190751,train
98992,train
113223,train
177431,train
137375,train
103744,train
91776,train
109369,train
132671,train
127467,train
81423,train
133602,train
160216,train
124148,train
85541,train
141655,train
121771,train
139910,train
131203,train
142134,train
51477,train
105133,train
114135,train
169221,train
113622,train
114557,train
139289,train
107521,train
128855,train
90823,train
126917,train
131245,train
129827,train
132644,train
106469,train
109379,train
92725,train
75229,train
110836,train
125567,train
102726,train
7159,train
113114,train
130740,train
119887,train
148533,train
100898,train
102187,train
119812,train
128381,train
132173,train
141693,train
85217,train
107000,train
145974,train
144527,train
119417,train
140245,train
52899,train
126505,train
174442,train
153083,train
132624,train
112275,train
117987,train
135534,train
127917,train
116097,train
109940,train
93200,train
116015,train
80841,train
131735,train
136465,train
88081,train
123188,train
115117,train
132168,train
198312,train
114216,train
88073,train
90895,train
118902,train
111723,train
115981,train
113267,train
110841,train
130754,train
95619,train
140733,train
138824,train
185878,train
129850,train
114165,train
131826,train
101772,train
146157,train
81913,train
140745,train
128457,train
81914,train
126933,train
150439,train
117526,train
150703,train
129382,train
143085,train
131234,train
132181,train
110266,train
131724,train
79415,train
144999,train
114541,train
152585,train
125962,train
114692,train
113254,train
109398,train
190194,train
117063,train
145944,train
130263,train
133156,train
127916,train
140254,train
181128,train
128410,train
106048,train
152613,train
104208,train
127386,train
71927,train
101853,train
132207,train
71433,train
114675,train
118418,train
177915,train
153091,train
107057,train
172065,train
178730,train
123136,train
128400,train
131707,train
99868,train
85227,train
61464,train
129309,train
120288,train
116106,train
130791,train
118434,train
114123,train
82387,train
133114,train
175402,train
134070,train
117957,train
131696,train
100822,train
145025,train
138829,train
108002,train
28571,train
133648,train
114153,train
126939,train
132785,train
27168,train
68118,train
134131,train
103166,train
77510,train
125978,train
135114,train
109431,train
105572,train
86196,train
103235,train
186440,train
115630,train
69540,train
106989,train
113720,train
134517,train
126910,train
107455,train
110313,train
72728,train
105095,train
84736,train
79890,train
5732,train
27641,train
129327,train
91780,train
135507,train
116889,train
140740,train
117070,train
130735,train
17640,train
118903,train
143559,train
116454,train
141207,train
197764,train
121295,train
91300,train
74305,train
125562,train
124609,train
120823,train
110352,train
128416,train
122223,train
199264,train
115055,train
94198,train
109433,train
174449,train
136910,train
129279,train
108003,train
136940,train
103711,train
118572,train
137398,train
100760,train
171598,train
145963,train
100338,train
147117,train
185876,train
128445,train
76560,train
163993,train
153561,train
135479,train
111263,train
85122,train
106471,train
110805,train
111240,train
192201,train
103621,train
145007,train
129297,train
66688,train
101708,train
126441,train
116113,train
108932,train
132664,train
126886,train
77153,train
133634,train
182079,train
76189,train
112791,train
168358,train
116576,train
134121,train
107083,train
171600,train
169220,train
109375,train
143099,train
120304,train
135055,train
120370,train
126498,train
105515,train
142650,train
174469,train
130256,train
137441,train
121748,train
129804,train
141690,train
104091,train
126538,train
120294,train
128892,train
136901,train
123216,train
145209,train
144068,train
107520,train
117991,train
132196,train
71451,train
128362,train
118421,train
88998,train
124090,train
131209,train
168273,train
141426,train
125996,train
104229,train
116122,train
99433,train
131256,train
130266,train
93721,train
125024,train
172570,train
185017,train
134106,train
172651,train
212501,train
111232,train
158327,train
135541,train
144054,train
89008,train
128384,train
120337,train
139780,train
116586,train
121774,train
81895,train
120374,train
145005,train
139295,train
128906,train
75609,train
178249,train
143580,train
101281,train
86015,train
142174,train
140735,train
123670,train
102670,train
106037,train
165907,train
118961,train
125983,train
108841,train
167325,train
88089,train
115570,train
120742,train
163095,train
111798,train
178279,train
78939,train
145487,train
98415,train
83319,train
126045,train
170662,train
118450,train
97001,train
120763,train
83222,train
125491,train
102232,train
83278,train
98480,train
126961,train
117014,train
98442,train
129824,train
143566,train
196339,train
126063,train
127907,train
139770,train
117963,train
138360,train
119886,train
73680,train
126994,train
120287,train
212977,train
129858,train
111239,train
102661,train
139290,train
140246,train
135010,train
71910,train
76675,train
161142,train
101801,train
131286,train
91777,train
127919,train
134519,train
139296,train
127405,train
119387,train
146151,train
95519,train
98479,train
90896,train
123123,train
121421,train
77033,train
113618,train
211094,train
17166,train
125537,train
176824,train
66210,train
110857,train
64794,train
148797,train
83334,train
146420,train
122621,train
54795,train
74659,train
73206,train
101762,train
87133,train
126974,train
107941,train
128334,train
72404,train
152085,train
86671,train
129383,train
123164,train
127856,train
131225,train
116054,train
139759,train
114174,train
127915,train
125508,train
125556,train
161169,train
82872,train
19544,train
84260,train
107522,train
183504,train
139774,train
144058,train
126491,train
198314,train
114639,train
135502,train
104134,train
143595,train
161201,train
126518,train
88051,train
89440,train
196813,train
115553,train
58546,train
84755,train
109848,train
173042,train
112250,train
103237,train
129370,train
118004,train
125489,train
130330,train
103202,train
129799,train
79047,train
134089,train
121693,train
141212,train
91847,train
103732,train
62832,train
140273,train
102692,train
122154,train
126487,train
99898,train
112775,train
106551,train
126934,train
176956,train
55748,train
103712,train
102711,train
146131,train
101280,train
115621,train
131756,train
103193,train
120790,train
124634,train
123179,train
88059,train
134124,train
125034,train
97966,train
174444,train
69545,train
120266,train
120767,train
132623,train
126957,train
126026,train
133158,train
109432,train
185400,train
141674,train
184538,train
120811,train
87609,train
107537,train
26690,train
124131,train
127913,train
179226,train
122244,train
110791,train
176371,train
132786,train
146638,train
165000,train
107518,train
84764,train
124097,train
104090,train
145004,train
95515,train
119442,train
70020,train
125092,train
144531,train
114093,train
128881,train
112251,train
136932,train
118465,train
135592,train
131361,train
86625,train
75238,train
115508,train
113587,train
127404,train
125535,train
117054,train
147107,train
124535,train
119435,train
113594,train
135471,train
173123,train
81408,train
52894,train
85721,train
126531,train
128958,train
116580,train
70019,train
74156,train
98435,train
113235,train
152619,train
185403,train
142644,train
128841,train
118845,train
144532,train
24817,train
89001,train
124156,train
116480,train
112639,train
95989,train
115158,train
82747,train
121319,train
117926,train
93610,train
121766,train
102716,train
117015,train
131211,train
140951,train
110415,train
50993,train
119893,train
96945,train
129329,train
127941,train
102669,train
148050,train
123659,train
115984,train
125030,train
132645,train
109883,train
109363,train
138821,train
114553,train
125043,train
130758,train
172069,train
122690,train
145206,train
147103,train
119445,train
171126,train
120347,train
80475,train
149488,train
110354,train
149016,train
140719,train
144053,train
104617,train
147374,train
104684,train
134039,train
114061,train
165423,train
131834,train
121798,train
138354,train
120754,train
104654,train
127392,train
86176,train
99854,train
128849,train
123197,train
128808,train
129325,train
154039,train
143061,train
165471,train
94231,train
52773,train
137379,train
124612,train
118452,train
18119,train
101712,train
159742,train
118815,train
134128,train
128009,train
191727,train
116453,train
136944,train
117961,train
98938,train
122197,train
129802,train
111241,train
147113,train
161676,train
127881,train
173976,train
111367,train
171127,train
121313,train
83223,train
113262,train
143602,train
111265,train
74753,train
73342,train
133580,train
116964,train
107519,train
20970,train
138337,train
183505,train
120774,train
134109,train
115148,train
69073,train
126954,train
164948,train
149761,train
109434,train
106099,train
123187,train
154059,train
138353,train
113145,train
143102,train
143577,train
124557,train
73341,train
116575,train
115077,train
101755,train
123993,train
125638,train
102750,train
107561,train
83691,train
135076,train
68531,train
133576,train
157771,train
121772,train
135090,train
115595,train
162617,train
133102,train
132160,train
102276,train
171121,train
122245,train
100402,train
123135,train
140881,train
98511,train
139288,train
85588,train
104095,train
169218,train
88052,train
117978,train
129343,train
109463,train
137406,train
127009,train
147849,train
132215,train
141201,train
144074,train
131720,train
126504,train
134549,train
105609,train
21920,train
99942,train
119866,train
148068,train
123612,train
170675,train
115505,train
146154,train
116068,train
117050,train
120808,train
153096,train
174924,train
105052,train
135011,train
134165,train
129852,train
93240,train
112667,train
147095,train
171623,train
41883,train
101242,train
195943,train
127408,train
101743,train
135035,train
149017,train
108409,train
86658,train
125588,train
120322,train
116978,train
103733,train
72729,train
212041,train
72401,train
130275,train
110383,train
132646,train
195388,train
52771,train
96609,train
89949,train
98426,train
112638,train
130277,train
25743,train
103730,train
149749,train
145498,train
127001,train
106085,train
117049,train
84772,train
91374,train
111309,train
161137,train
88046,train
120306,train
101709,train
85233,train
112273,train
118021,train
131702,train
133643,train
93611,train
147586,train
107464,train
121742,train
121785,train
79049,train
126009,train
126016,train
152074,train
27115,train
83808,train
131153,train
111301,train
138366,train
151654,train
126480,train
144964,train
111302,train
195464,train
120843,train
114091,train
136009,train
142306,train
122199,train
115573,train
110850,train
144052,train
142642,train
134125,train
74180,train
87141,train
116058,train
112321,train
106562,train
161172,train
118842,train
145001,train
185021,train
103616,train
101293,train
122260,train
146429,train
104231,train
116069,train
123160,train
120272,train
90446,train
134643,train
120724,train
114213,train
85119,train
161200,train
130792,train
65259,train
133575,train
148521,train
175396,train
102237,train
152601,train
73706,train
88562,train
121298,train
140268,train
141814,train
144994,train
109886,train
100901,train
110273,train
151191,train
191726,train
127429,train
139784,train
85206,train
139771,train
115548,train
87128,train
75703,train
81419,train
173967,train
110828,train
103204,train
126060,train
127887,train
131269,train
135060,train
134592,train
171141,train
122633,train
152111,train
121805,train
134607,train
79413,train
118426,train
84642,train
128375,train
24342,train
132218,train
106942,train
128397,train
172064,train
167329,train
168268,train
139303,train
102723,train
127927,train
71919,train
117490,train
108368,train
136501,train
97990,train
20557,train
86622,train
19542,train
84737,train
139779,train
114597,train
119368,train
129763,train
92724,train
129283,train
135065,train
147373,train
62833,train
88959,train
19067,train
114208,train
154042,train
97967,train
111715,train
136915,train
111776,train
129319,train
106084,train
93203,train
135017,train
20935,train
167796,train
129289,train
72381,train
69064,train
148060,train
130316,train
52423,train
153565,train
122672,train
123169,train
132151,train
89025,train
138839,train
97048,train
81910,train
134518,train
80363,train
130781,train
151175,train
196336,train
154993,train
115107,train
105612,train
111720,train
117964,train
122158,train
133154,train
107559,train
123182,train
82749,train
140727,train
146155,train
122239,train
108367,train
135089,train
159771,train
126481,train
86668,train
131249,train
124125,train
108415,train
144989,train
72284,train
148515,train
131709,train
161143,train
27590,train
107516,train
97046,train
93719,train
119416,train
178271,train
122282,train
108412,train
133622,train
58071,train
123615,train
107950,train
117952,train
142151,train
120769,train
145475,train
53368,train
112792,train
149489,train
190776,train
117891,train
137860,train
133593,train
21444,train
74660,train
148535,train
145948,train
129280,train
178856,train
144039,train
139792,train
83304,train
53848,train
185014,train
182556,train
123608,train
148546,train
171617,train
127406,train
126959,train
122217,train
127909,train
124116,train
116530,train
108959,train
123664,train
159741,train
106585,train
125573,train
58549,train
120335,train
156329,train
117485,train
105520,train
87485,train
130383,train
127464,train
102183,train
197839,train
120385,train
86532,train
128395,train
71911,train
163570,train
116573,train
82367,train
90350,train
78463,train
85726,train
222980,train
150409,train
124106,train
146621,train
68954,train
115147,train
126960,train
133736,train
103134,train
129353,train
151661,train
126054,train
163070,train
87574,train
135561,train
127445,train
150714,train
163094,train
88525,train
120764,train
116458,train
91846,train
177327,train
108957,train
20495,train
113726,train
145955,train
126457,train
99335,train
106113,train
147589,train
128361,train
98481,train
144263,train
108407,train
114555,train
110417,train
81790,train
127890,train
142641,train
74307,train
139312,train
146139,train
125070,train
130250,train
122668,train
71903,train
113115,train
67643,train
125061,train
124559,train
72380,train
119374,train
82848,train
112640,train
132231,train
107505,train
168744,train
148317,train
135066,train
66207,train
150722,train
142643,train
218716,train
73343,train
131733,train
163068,train
110832,train
127430,train
133526,train
80967,train
145967,train
129324,train
123208,train
138835,train
145021,train
145023,train
118965,train
110357,train
110330,train
99432,train
101295,train
105561,train
114640,train
107030,train
108856,train
81886,train
147844,train
174447,train
90900,train
126021,train
21031,train
195939,train
119910,train
95141,train
115115,train
135044,train
85587,train
125585,train
106042,train
131251,train
159300,train
152620,train
116108,train
106522,train
108478,train
137391,train
145655,train
124159,train
124563,train
181602,train
72874,train
88532,train
112707,train
177908,train
98862,train
117484,train
81896,train
128870,train
112776,train
132650,train
126533,train
164949,train
137914,train
117073,train
72851,train
94563,train
127928,train
131827,train
84298,train
105094,train
141901,train
123611,train
81903,train
141218,train
130885,train
138341,train
77983,train
120310,train
118486,train
200217,train
85241,train
222036,train
187865,train
91372,train
112195,train
117041,train
120799,train
136033,train
97421,train
130288,train
77626,train
107942,train
103186,train
139762,train
146629,train
114215,train
128431,train
134084,train
142163,train
120373,train
132178,train
146450,train
86652,train
114673,train
107417,train
145947,train
145679,train
170169,train
118430,train
126497,train
144520,train
136030,train
117951,train
120339,train
196892,train
130203,train
82863,train
105569,train
102708,train
145474,train
114542,train
196810,train
140737,train
144545,train
116965,train
53247,train
167385,train
118422,train
146438,train
124591,train
86492,train
196889,train
93718,train
160718,train
94224,train
135003,train
110275,train
110323,train
132147,train
103195,train
137395,train
105050,train
124596,train
145969,train
92665,train
123183,train
186351,train
199738,train
126921,train
122636,train
100809,train
116574,train
114645,train
86530,train
175871,train
173501,train
120819,train
126058,train
123146,train
126015,train
119367,train
95514,train
133163,train
67171,train
138834,train
133143,train
162616,train
118841,train
107474,train
89021,train
192677,train
168745,train
125040,train
72757,train
142626,train
111264,train
120747,train
135478,train
86195,train
148324,train
123619,train
144525,train
194431,train
180652,train
141662,train
126010,train
78940,train
107515,train
158723,train
77984,train
52902,train
197289,train
123573,train
82385,train
128886,train
130806,train
122746,train
123635,train
137390,train
26693,train
125505,train
165472,train
181605,train
163994,train
100894,train
74657,train
109407,train
85205,train
135591,train
105039,train
103257,train
120777,train
91775,train
212517,train
118441,train
129339,train
126019,train
157845,train
136911,train
172094,train
130327,train
73710,train
152126,train
104618,train
122249,train
108456,train
51479,train
114063,train
79888,train
125060,train
98005,train
52898,train
131227,train
118968,train
170176,train
121264,train
173600,train
192569,train
109842,train
151172,train
126011,train
104566,train
132658,train
141815,train
147120,train
133661,train
129516,train
132170,train
135552,train
103673,train
27642,train
123633,train
107414,train
125966,train
118933,train
126014,train
177803,train
124602,train
126478,train
166853,train
110893,train
92186,train
120366,train
104186,train
98482,train
132619,train
137889,train
109908,train
107465,train
125488,train
176477,train
166852,train
113227,train
152138,train
127440,train
173020,train
103620,train
116544,train
142635,train
147368,train
133164,train
118794,train
107940,train
191595,train
146423,train
86965,train
111228,train
128370,train
100851,train
107531,train
148819,train
133187,train
141694,train
141189,train
151673,train
109880,train
109374,train
135516,train
130276,train
107504,train
111660,train
125085,train
83318,train
119320,train
121307,train
124158,train
114572,train
117483,train
87148,train
131277,train
123681,train
128909,train
74661,train
17169,train
120812,train
143076,train
106047,train
123196,train
107062,train
88090,train
127969,train
131689,train
161138,train
87132,train
106507,train
81422,train
72379,train
145208,train
129295,train
134545,train
118898,train
111741,train
126039,train
128407,train
106132,train
141213,train
145017,train
108482,train
153551,train
68479,train
85116,train
140726,train
121274,train
106043,train
141675,train
99424,train
127416,train
74290,train
141685,train
134138,train
75726,train
197365,train
114217,train
97042,train
116051,train
127931,train
73235,train
109941,train
138364,train
104076,train
119838,train
111234,train
131268,train
145676,train
134097,train
100344,train
143063,train
127458,train
173517,train
118495,train
116560,train
135509,train
147110,train
106550,train
71429,train
88556,train
135047,train
43307,train
105999,train
144522,train
94700,train
101282,train
116049,train
136943,train
125509,train
129801,train
102718,train
146148,train
147851,train
104192,train
74782,train
138826,train
160691,train
84641,train
183007,train
90902,train
74291,train
138820,train
132631,train
91781,train
124123,train
107060,train
175398,train
99870,train
92253,train
133126,train
197290,train
113723,train
106558,train
99381,train
159278,train
