,set
117473,train
123670,train
105995,train
146921,train
123636,train
131233,train
141695,train
130277,train
106470,train
128366,train
125990,train
127874,train
134059,train
135985,train
121764,train
195864,train
163567,train
126919,train
136967,train
133592,train
104154,train
122720,train
134593,train
140250,train
128404,train
119911,train
132170,train
65748,train
125081,train
120317,train
124563,train
105518,train
133118,train
116554,train
117943,train
135045,train
128410,train
124617,train
122719,train
138845,train
128829,train
126960,train
128350,train
118889,train
136920,train
121794,train
122207,train
97417,train
133159,train
136009,train
141693,train
131754,train
136929,train
127484,train
131222,train
127445,train
125084,train
131220,train
126012,train
120790,train
141222,train
137417,train
137894,train
126018,train
125556,train
132663,train
143593,train
117942,train
132648,train
194435,train
130279,train
135509,train
122229,train
134583,train
145491,train
128396,train
145501,train
113269,train
122245,train
134543,train
136935,train
124123,train
127460,train
126005,train
138828,train
125993,train
135037,train
140264,train
132682,train
127878,train
121735,train
130778,train
137418,train
121255,train
122206,train
130736,train
126957,train
124136,train
140243,train
164043,train
129354,train
123644,train
120787,train
121260,train
137917,train
100426,train
137876,train
124566,train
122230,train
132176,train
117482,train
126507,train
138366,train
138818,train
122227,train
126030,train
119846,train
129355,train
123219,train
137407,train
138361,train
130747,train
133132,train
139769,train
139302,train
138814,train
136015,train
132625,train
145020,train
121793,train
135987,train
131697,train
132226,train
96943,train
135494,train
134090,train
133143,train
126461,train
87612,train
131688,train
146450,train
128822,train
131751,train
126534,train
132215,train
132684,train
117468,train
135073,train
125558,train
134560,train
133163,train
127931,train
120268,train
143588,train
125073,train
123649,train
127928,train
134582,train
136945,train
124125,train
122238,train
144520,train
132646,train
144551,train
139780,train
132222,train
132677,train
139796,train
131216,train
121269,train
134067,train
102327,train
129359,train
140254,train
141683,train
127898,train
130269,train
117472,train
130268,train
112789,train
126944,train
133126,train
126034,train
124140,train
100902,train
123159,train
145970,train
119838,train
109904,train
123175,train
125058,train
127428,train
122722,train
139311,train
121321,train
136018,train
134048,train
136921,train
122220,train
131742,train
131245,train
131744,train
119431,train
140259,train
130304,train
122226,train
124133,train
134577,train
130252,train
139296,train
127437,train
126478,train
102804,train
146442,train
135057,train
124587,train
136922,train
117941,train
138391,train
66216,train
138336,train
65270,train
131726,train
126519,train
125548,train
120321,train
134102,train
121294,train
76677,train
97571,train
131730,train
146452,train
116518,train
128851,train
138363,train
122706,train
130770,train
121243,train
122741,train
138348,train
136926,train
136965,train
134596,train
128884,train
127885,train
133161,train
122718,train
131211,train
127435,train
134127,train
123631,train
140266,train
109907,train
122193,train
127426,train
195863,train
138340,train
145497,train
136456,train
141218,train
146453,train
135046,train
133115,train
131698,train
116057,train
121716,train
136468,train
146920,train
134051,train
139310,train
118486,train
138367,train
127912,train
136455,train
135507,train
139312,train
136459,train
130272,train
128849,train
127434,train
105102,train
123198,train
128853,train
134086,train
123189,train
135064,train
132671,train
135542,train
146446,train
118414,train
131704,train
135992,train
130779,train
144539,train
118893,train
126032,train
127462,train
136934,train
133122,train
141205,train
136932,train
120807,train
179221,train
108478,train
140750,train
136500,train
108991,train
117940,train
145490,train
139300,train
134092,train
132179,train
134570,train
119910,train
133606,train
145488,train
137882,train
144071,train
137405,train
133612,train
19070,train
125076,train
127901,train
125060,train
120316,train
126059,train
132644,train
139319,train
142172,train
108481,train
116519,train
109465,train
131225,train
125987,train
101373,train
144532,train
145015,train
129800,train
124086,train
143589,train
132219,train
145022,train
139306,train
129346,train
129320,train
101375,train
135538,train
126531,train
126958,train
145011,train
135530,train
124107,train
124582,train
108990,train
123221,train
142640,train
130291,train
136487,train
125513,train
134579,train
123616,train
125602,train
145027,train
131677,train
120371,train
179696,train
126986,train
128367,train
136033,train
131260,train
125537,train
109428,train
20970,train
145968,train
120789,train
125533,train
127448,train
127450,train
130750,train
143128,train
133577,train
123170,train
136014,train
131682,train
121796,train
123161,train
122225,train
125088,train
135995,train
123633,train
140257,train
121241,train
123647,train
121750,train
141696,train
145955,train
133631,train
125063,train
126995,train
129793,train
100904,train
144534,train
109906,train
160217,train
118959,train
128379,train
140730,train
134564,train
115168,train
143116,train
136492,train
136966,train
130745,train
126056,train
137406,train
126976,train
138338,train
143570,train
141687,train
136465,train
121290,train
121296,train
135532,train
133573,train
131678,train
119371,train
127923,train
128354,train
131731,train
126499,train
145010,train
130273,train
124115,train
130259,train
126017,train
126497,train
144547,train
129782,train
137396,train
136011,train
131700,train
161167,train
122192,train
140732,train
144078,train
129325,train
135026,train
123695,train
137421,train
134555,train
136944,train
133575,train
145502,train
132691,train
127899,train
143094,train
132213,train
145499,train
121268,train
124119,train
108996,train
126467,train
100427,train
140729,train
104626,train
116993,train
114210,train
134075,train
131215,train
123655,train
128393,train
124104,train
131231,train
133166,train
137869,train
136473,train
134573,train
133626,train
134052,train
128395,train
124595,train
137389,train
121295,train
125517,train
129828,train
103204,train
133597,train
132190,train
122717,train
132214,train
134601,train
113265,train
143592,train
136969,train
134076,train
99475,train
117474,train
135027,train
126511,train
139787,train
135548,train
115637,train
133652,train
140251,train
107419,train
142643,train
128419,train
132172,train
105992,train
136457,train
138843,train
124592,train
118419,train
126936,train
145973,train
124109,train
127415,train
122698,train
121261,train
124568,train
136031,train
126972,train
128870,train
137863,train
120774,train
127461,train
123672,train
139799,train
133157,train
124091,train
138820,train
132229,train
144069,train
129323,train
135501,train
125542,train
134124,train
126481,train
114222,train
126951,train
126985,train
141691,train
122668,train
118482,train
116564,train
132635,train
135997,train
123640,train
127919,train
126939,train
145498,train
139307,train
144064,train
132152,train
130773,train
131722,train
120332,train
122266,train
127924,train
126943,train
127414,train
131691,train
140265,train
124144,train
139292,train
120298,train
132212,train
132180,train
136961,train
115640,train
131236,train
136503,train
133635,train
118895,train
126025,train
108513,train
122246,train
127416,train
126058,train
130267,train
128841,train
144542,train
132182,train
136963,train
87613,train
126998,train
124581,train
136970,train
121731,train
135505,train
108993,train
138344,train
132631,train
145014,train
121718,train
133625,train
135979,train
143595,train
133146,train
133624,train
130740,train
123185,train
120791,train
96942,train
133630,train
124603,train
123164,train
132223,train
128405,train
140269,train
137399,train
139290,train
132194,train
126468,train
122269,train
124620,train
142174,train
125036,train
133608,train
130746,train
140246,train
126487,train
140728,train
131259,train
116565,train
127926,train
130744,train
135070,train
127411,train
131724,train
122200,train
124128,train
122693,train
122224,train
141225,train
124567,train
135028,train
193960,train
132693,train
141690,train
120803,train
121795,train
97420,train
134566,train
123634,train
120292,train
132675,train
128371,train
130806,train
123639,train
127929,train
143112,train
127891,train
131727,train
123143,train
135072,train
130748,train
142649,train
121737,train
136013,train
194437,train
145009,train
126961,train
121271,train
132627,train
137918,train
131206,train
125516,train
142168,train
104629,train
88085,train
122244,train
120770,train
132150,train
87124,train
131247,train
127404,train
125518,train
132689,train
81438,train
123190,train
127449,train
133598,train
135558,train
144546,train
122682,train
141688,train
137867,train
135000,train
140731,train
128389,train
65743,train
135049,train
109905,train
136510,train
116089,train
135047,train
128391,train
128429,train
129319,train
136458,train
135032,train
118962,train
128883,train
135077,train
135065,train
163094,train
126515,train
164519,train
130782,train
133121,train
128845,train
140241,train
132628,train
117027,train
127473,train
125062,train
113270,train
127879,train
125509,train
121765,train
127471,train
134556,train
118485,train
132191,train
123160,train
139778,train
138816,train
144540,train
133162,train
126505,train
132699,train
126533,train
136937,train
130275,train
131734,train
123218,train
141210,train
103280,train
123220,train
131207,train
133650,train
123660,train
144541,train
139768,train
141206,train
134553,train
122267,train
119432,train
127427,train
180655,train
139788,train
133158,train
136470,train
121280,train
118421,train
133113,train
135983,train
123671,train
130271,train
117505,train
131732,train
122700,train
137910,train
130264,train
136488,train
181129,train
98993,train
135514,train
125080,train
125512,train
124135,train
133129,train
136940,train
133642,train
127888,train
116995,train
134091,train
141216,train
122237,train
164042,train
124607,train
128432,train
131714,train
134585,train
130262,train
124589,train
139298,train
126007,train
137866,train
65740,train
132227,train
128390,train
137892,train
126077,train
130321,train
129819,train
133171,train
134077,train
129358,train
133641,train
118961,train
138830,train
132667,train
139781,train
126550,train
161168,train
118423,train
125566,train
131717,train
132156,train
141694,train
133636,train
126980,train
131739,train
99468,train
134547,train
122704,train
126021,train
101854,train
133144,train
127405,train
124597,train
132211,train
117041,train
118953,train
133576,train
130769,train
120793,train
122218,train
131234,train
137443,train
136444,train
128346,train
129322,train
116088,train
122213,train
133133,train
123158,train
128835,train
134546,train
132218,train
135506,train
134565,train
126484,train
102325,train
126031,train
134094,train
116044,train
130733,train
136485,train
125541,train
135552,train
127932,train
142645,train
133627,train
116087,train
135030,train
137434,train
141689,train
143594,train
145504,train
121753,train
136924,train
139320,train
139792,train
131256,train
127934,train
124137,train
128869,train
116054,train
123142,train
126040,train
116991,train
137916,train
117030,train
128880,train
142166,train
93720,train
135521,train
124596,train
130306,train
132676,train
132168,train
127925,train
108994,train
121790,train
128378,train
131246,train
138839,train
128401,train
126011,train
124130,train
131205,train
119364,train
132623,train
134122,train
132638,train
132666,train
134557,train
124112,train
99000,train
138392,train
125057,train
125551,train
128848,train
120769,train
122686,train
106466,train
141196,train
131268,train
125035,train
144072,train
180653,train
129343,train
137390,train
134554,train
122240,train
128873,train
104151,train
128387,train
135034,train
123215,train
139297,train
131686,train
141699,train
65741,train
131736,train
103678,train
125992,train
125075,train
130299,train
127933,train
136919,train
120806,train
146924,train
123642,train
124614,train
179223,train
134589,train
117470,train
120773,train
133629,train
130265,train
117040,train
116992,train
123169,train
117467,train
136460,train
124110,train
132697,train
130777,train
125549,train
136506,train
136942,train
164044,train
137913,train
125543,train
21443,train
125532,train
124106,train
140263,train
120291,train
137413,train
119912,train
137873,train
136450,train
128828,train
135536,train
132161,train
129791,train
119426,train
138388,train
134126,train
128854,train
128885,train
121725,train
110382,train
127007,train
139764,train
19545,train
130774,train
117481,train
120794,train
129338,train
99476,train
129801,train
103753,train
100428,train
136933,train
145024,train
126997,train
133640,train
139766,train
142163,train
101851,train
129352,train
128363,train
135035,train
143596,train
163092,train
131684,train
132655,train
122712,train
129823,train
131708,train
122211,train
129349,train
124594,train
132196,train
129316,train
133127,train
109429,train
124142,train
131741,train
124565,train
137887,train
130766,train
136007,train
140726,train
175044,train
116058,train
96471,train
138866,train
126514,train
120269,train
121766,train
140736,train
135031,train
121288,train
163093,train
135531,train
181126,train
142170,train
136509,train
128377,train
135038,train
132647,train
107563,train
122742,train
130292,train
120296,train
135557,train
125071,train
119367,train
132163,train
140746,train
132173,train
119430,train
108480,train
125052,train
122210,train
121714,train
134085,train
140273,train
120796,train
126510,train
108039,train
122215,train
132166,train
145976,train
123693,train
137912,train
126994,train
127464,train
136499,train
128871,train
135540,train
97569,train
136931,train
135534,train
64795,train
129327,train
134599,train
134096,train
145016,train
134095,train
125553,train
144063,train
125065,train
127009,train
102730,train
140734,train
125068,train
194990,train
132183,train
137885,train
130734,train
145967,train
135537,train
137870,train
140262,train
121292,train
142646,train
97085,train
145978,train
126482,train
125547,train
131226,train
135515,train
141212,train
119370,train
125086,train
135511,train
145964,train
123661,train
133599,train
123617,train
138844,train
125600,train
116562,train
108514,train
143603,train
135522,train
180173,train
131203,train
125067,train
145017,train
124608,train
139794,train
144544,train
106945,train
135984,train
134109,train
127920,train
121738,train
124606,train
139765,train
116563,train
125985,train
130263,train
133167,train
131707,train
121745,train
129799,train
124578,train
129350,train
129347,train
121768,train
144984,train
195389,train
128409,train
126014,train
122714,train
135054,train
125515,train
120812,train
129792,train
131267,train
131228,train
135976,train
140739,train
136947,train
132159,train
140735,train
127894,train
117006,train
121771,train
127955,train
147395,train
134574,train
135066,train
194912,train
136918,train
129314,train
120792,train
121244,train
126480,train
134525,train
140256,train
133155,train
102330,train
133154,train
133100,train
120788,train
140272,train
134116,train
141700,train
128843,train
121254,train
134118,train
131252,train
140743,train
121744,train
118894,train
99473,train
136016,train
138371,train
127457,train
141685,train
127959,train
131752,train
132679,train
130254,train
141701,train
123172,train
138341,train
118484,train
131223,train
136496,train
137442,train
135058,train
126963,train
132656,train
131725,train
145012,train
144077,train
128392,train
137897,train
120818,train
124604,train
127409,train
128397,train
143119,train
74154,train
125554,train
143115,train
125563,train
132668,train
134049,train
129315,train
127958,train
74629,train
129822,train
132637,train
105103,train
128349,train
124087,train
131213,train
141215,train
133638,train
122684,train
140261,train
133604,train
128433,train
128863,train
121762,train
117946,train
140274,train
124598,train
133124,train
123669,train
103679,train
131210,train
146439,train
136464,train
88560,train
125039,train
135019,train
145493,train
131696,train
126463,train
137915,train
131253,train
134093,train
137445,train
126496,train
87600,train
137871,train
115167,train
121792,train
124113,train
134079,train
109903,train
124117,train
130764,train
195390,train
135990,train
129342,train
138337,train
127921,train
139295,train
139294,train
123666,train
143601,train
132198,train
139798,train
126512,train
142648,train
130316,train
128370,train
133649,train
131218,train
132157,train
136493,train
133152,train
132216,train
132217,train
132158,train
126982,train
125529,train
145966,train
137408,train
119842,train
121767,train
125087,train
123179,train
121264,train
116997,train
102727,train
117985,train
133172,train
127452,train
129345,train
17167,train
121754,train
136024,train
118418,train
132626,train
134087,train
124616,train
115106,train
119366,train
133138,train
129356,train
116056,train
123171,train
179697,train
114215,train
144070,train
120311,train
132670,train
132632,train
133123,train
131747,train
143586,train
163568,train
134113,train
134088,train
111375,train
120314,train
120297,train
127483,train
124088,train
117469,train
145029,train
124599,train
127432,train
130280,train
145971,train
60988,train
136010,train
123192,train
129317,train
140245,train
125561,train
133145,train
131248,train
138368,train
130315,train
137422,train
117466,train
125562,train
106469,train
125565,train
135520,train
127403,train
132678,train
131746,train
126954,train
106941,train
122268,train
136486,train
126987,train
126990,train
136946,train
135500,train
122247,train
130266,train
129783,train
119845,train
125053,train
125038,train
118890,train
135068,train
136497,train
122219,train
133596,train
123197,train
124120,train
131745,train
123155,train
135516,train
102805,train
138345,train
123141,train
117959,train
119436,train
136508,train
127410,train
140748,train
164520,train
123188,train
126459,train
133156,train
142176,train
139314,train
130742,train
142647,train
130317,train
144549,train
138364,train
127413,train
120845,train
130741,train
127451,train
134111,train
169223,train
136498,train
130261,train
126937,train
122696,train
118417,train
109431,train
131217,train
133602,train
138358,train
142652,train
130783,train
141207,train
132220,train
146926,train
124586,train
126493,train
134100,train
116531,train
135553,train
125056,train
99950,train
129845,train
135039,train
104229,train
99952,train
134070,train
130295,train
194436,train
135503,train
134114,train
137440,train
133168,train
134050,train
135975,train
136490,train
138862,train
132200,train
116553,train
123658,train
96946,train
134110,train
135986,train
138840,train
145486,train
121262,train
135519,train
130303,train
139293,train
129794,train
164518,train
129827,train
127458,train
138347,train
133102,train
141224,train
135517,train
145013,train
119409,train
123645,train
134115,train
135074,train
134123,train
101374,train
128376,train
136962,train
124092,train
124105,train
143114,train
133637,train
164041,train
130776,train
134120,train
136445,train
105046,train
135549,train
134121,train
147397,train
128360,train
123167,train
124114,train
131266,train
129339,train
135998,train
134524,train
131204,train
137397,train
138352,train
123176,train
134600,train
140270,train
124612,train
129321,train
131721,train
125546,train
120819,train
137890,train
134580,train
136028,train
133646,train
105101,train
123214,train
135048,train
128358,train
65744,train
133622,train
131679,train
131224,train
121770,train
128879,train
126004,train
127459,train
131720,train
131735_flip1,train
136029_flip1,train
120805_flip1,train
136027_flip1,train
144548_flip1,train
115579_flip1,train
126490_flip1,train
127482_flip1,train
100425_flip1,train
128832_flip1,train
122687_flip1,train
120786_flip1,train
120768_flip1,train
135025_flip1,train
119822_flip1,train
106942_flip1,train
88088_flip1,train
105996_flip1,train
134568_flip1,train
129328_flip1,train
129785_flip1,train
131738_flip1,train
121278_flip1,train
108956_flip1,train
123217_flip1,train
140742_flip1,train
120815_flip1,train
140745_flip1,train
117957_flip1,train
117029_flip1,train
127443_flip1,train
146923_flip1,train
128876_flip1,train
76678_flip1,train
122716_flip1,train
123168_flip1,train
117028_flip1,train
108953_flip1,train
126483_flip1,train
128365_flip1,train
129789_flip1,train
120780_flip1,train
142173_flip1,train
136008_flip1,train
121245_flip1,train
132650_flip1,train
137872_flip1,train
137889_flip1,train
117511_flip1,train
143122_flip1,train
125055_flip1,train
127472_flip1,train
131683_flip1,train
133584_flip1,train
138365_flip1,train
135550_flip1,train
139299_flip1,train
138359_flip1,train
131263_flip1,train
138846_flip1,train
133618_flip1,train
133616_flip1,train
141221_flip1,train
141219_flip1,train
133639_flip1,train
87534_flip1,train
103755_flip1,train
128864_flip1,train
125083_flip1,train
123653_flip1,train
113263_flip1,train
129841_flip1,train
120767_flip1,train
125091_flip1,train
131214_flip1,train
139315_flip1,train
127429_flip1,train
133136_flip1,train
16692_flip1,train
134562_flip1,train
125070_flip1,train
129784_flip1,train
123635_flip1,train
129824_flip1,train
133615_flip1,train
125559_flip1,train
121263_flip1,train
105047_flip1,train
133139_flip1,train
136923_flip1,train
138349_flip1,train
124618_flip1,train
140244_flip1,train
60987_flip1,train
99948_flip1,train
124132_flip1,train
126008_flip1,train
138815_flip1,train
137878_flip1,train
135543_flip1,train
123667_flip1,train
126464_flip1,train
126921_flip1,train
121266_flip1,train
126039_flip1,train
130781_flip1,train
132221_flip1,train
106946_flip1,train
133148_flip1,train
87126_flip1,train
120315_flip1,train
124147_flip1,train
72729_flip1,train
138817_flip1,train
130258_flip1,train
117507_flip1,train
131753_flip1,train
125530_flip1,train
135083_flip1,train
130753_flip1,train
129816_flip1,train
124093_flip1,train
105521_flip1,train
115165_flip1,train
124145_flip1,train
115161_flip1,train
132665_flip1,train
145484_flip1,train
145021_flip1,train
134571_flip1,train
135040_flip1,train
129840_flip1,train
126938_flip1,train
144075_flip1,train
142164_flip1,train
118422_flip1,train
103279_flip1,train
130260_flip1,train
145492_flip1,train
141686_flip1,train
116994_flip1,train
142160_flip1,train
139779_flip1,train
131723_flip1,train
125079_flip1,train
137888_flip1,train
121740_flip1,train
123180_flip1,train
143111_flip1,train
106471_flip1,train
138394_flip1,train
131740_flip1,train
131261_flip1,train
121320_flip1,train
80952_flip1,train
143597_flip1,train
140727_flip1,train
130738_flip1,train
127957_flip1,train
137437_flip1,train
128852_flip1,train
126010_flip1,train
194991_flip1,train
127008_flip1,train
126956_flip1,train
131728_flip1,train
144066_flip1,train
107418_flip1,train
132702_flip1,train
132683_flip1,train
129831_flip1,train
130743_flip1,train
132164_flip1,train
132181_flip1,train
138346_flip1,train
134576_flip1,train
120844_flip1,train
132634_flip1,train
132681_flip1,train
142642_flip1,train
120814_flip1,train
127440_flip1,train
129308_flip1,train
126996_flip1,train
105522_flip1,train
122243_flip1,train
123691_flip1,train
131701_flip1,train
126479_flip1,train
145965_flip1,train
127883_flip1,train
136938_flip1,train
132203_flip1,train
130739_flip1,train
132151_flip1,train
135043_flip1,train
133147_flip1,train
138370_flip1,train
136939_flip1,train
107420_flip1,train
140260_flip1,train
104228_flip1,train
144533_flip1,train
143125_flip1,train
98521_flip1,train
129318_flip1,train
124580_flip1,train
115166_flip1,train
135969_flip1,train
128833_flip1,train
124621_flip1,train
123618_flip1,train
122270_flip1,train
130290_flip1,train
102254_flip1,train
126935_flip1,train
129796_flip1,train
180654_flip1,train
128431_flip1,train
133135_flip1,train
126520_flip1,train
138832_flip1,train
119839_flip1,train
129348_flip1,train
121265_flip1,train
123166_flip1,train
123643_flip1,train
132701_flip1,train
137441_flip1,train
145957_flip1,train
132657_flip1,train
120329_flip1,train
134586_flip1,train
127438_flip1,train
123652_flip1,train
94194_flip1,train
118896_flip1,train
137410_flip1,train
125538_flip1,train
116996_flip1,train
102803_flip1,train
139785_flip1,train
114220_flip1,train
121746_flip1,train
137884_flip1,train
128906_flip1,train
128403_flip1,train
130768_flip1,train
135071_flip1,train
134550_flip1,train
117949_flip1,train
126024_flip1,train
132177_flip1,train
127420_flip1,train
126502_flip1,train
121242_flip1,train
128368_flip1,train
126006_flip1,train
101378_flip1,train
120289_flip1,train
139313_flip1,train
196338_flip1,train
194914_flip1,train
121741_flip1,train
133614_flip1,train
126036_flip1,train
139767_flip1,train
125552_flip1,train
116055_flip1,train
140741_flip1,train
164994_flip1,train
128875_flip1,train
133633_flip1,train
127918_flip1,train
132685_flip1,train
135546_flip1,train
132654_flip1,train
135041_flip1,train
118415_flip1,train
126494_flip1,train
97894_flip1,train
134569_flip1,train
129360_flip1,train
138819_flip1,train
128877_flip1,train
134551_flip1,train
132175_flip1,train
138351_flip1,train
131212_flip1,train
134106_flip1,train
128850_flip1,train
129344_flip1,train
126978_flip1,train
103752_flip1,train
138863_flip1,train
128411_flip1,train
137864_flip1,train
121291_flip1,train
120781_flip1,train
124134_flip1,train
144068_flip1,train
134107_flip1,train
117473_flip1,train
123670_flip1,train
105995_flip1,train
146921_flip1,train
123636_flip1,train
131233_flip1,train
141695_flip1,train
130277_flip1,train
106470_flip1,train
128366_flip1,train
125990_flip1,train
127874_flip1,train
134059_flip1,train
135985_flip1,train
121764_flip1,train
195864_flip1,train
163567_flip1,train
126919_flip1,train
136967_flip1,train
133592_flip1,train
104154_flip1,train
122720_flip1,train
134593_flip1,train
140250_flip1,train
128404_flip1,train
119911_flip1,train
132170_flip1,train
65748_flip1,train
125081_flip1,train
120317_flip1,train
124563_flip1,train
105518_flip1,train
133118_flip1,train
116554_flip1,train
117943_flip1,train
135045_flip1,train
128410_flip1,train
124617_flip1,train
122719_flip1,train
138845_flip1,train
128829_flip1,train
126960_flip1,train
128350_flip1,train
118889_flip1,train
136920_flip1,train
121794_flip1,train
122207_flip1,train
97417_flip1,train
133159_flip1,train
136009_flip1,train
141693_flip1,train
131754_flip1,train
136929_flip1,train
127484_flip1,train
131222_flip1,train
127445_flip1,train
125084_flip1,train
131220_flip1,train
126012_flip1,train
120790_flip1,train
141222_flip1,train
137417_flip1,train
137894_flip1,train
126018_flip1,train
125556_flip1,train
132663_flip1,train
143593_flip1,train
117942_flip1,train
132648_flip1,train
194435_flip1,train
130279_flip1,train
135509_flip1,train
122229_flip1,train
134583_flip1,train
145491_flip1,train
128396_flip1,train
145501_flip1,train
113269_flip1,train
122245_flip1,train
134543_flip1,train
136935_flip1,train
124123_flip1,train
127460_flip1,train
126005_flip1,train
138828_flip1,train
125993_flip1,train
135037_flip1,train
140264_flip1,train
132682_flip1,train
127878_flip1,train
121735_flip1,train
130778_flip1,train
137418_flip1,train
121255_flip1,train
122206_flip1,train
130736_flip1,train
126957_flip1,train
124136_flip1,train
140243_flip1,train
164043_flip1,train
129354_flip1,train
123644_flip1,train
120787_flip1,train
121260_flip1,train
137917_flip1,train
100426_flip1,train
137876_flip1,train
124566_flip1,train
122230_flip1,train
132176_flip1,train
117482_flip1,train
126507_flip1,train
138366_flip1,train
138818_flip1,train
122227_flip1,train
126030_flip1,train
119846_flip1,train
129355_flip1,train
123219_flip1,train
137407_flip1,train
138361_flip1,train
130747_flip1,train
133132_flip1,train
139769_flip1,train
139302_flip1,train
138814_flip1,train
136015_flip1,train
132625_flip1,train
145020_flip1,train
121793_flip1,train
135987_flip1,train
131697_flip1,train
132226_flip1,train
96943_flip1,train
135494_flip1,train
134090_flip1,train
133143_flip1,train
126461_flip1,train
87612_flip1,train
131688_flip1,train
146450_flip1,train
128822_flip1,train
131751_flip1,train
126534_flip1,train
132215_flip1,train
132684_flip1,train
117468_flip1,train
135073_flip1,train
125558_flip1,train
134560_flip1,train
133163_flip1,train
127931_flip1,train
120268_flip1,train
143588_flip1,train
125073_flip1,train
123649_flip1,train
127928_flip1,train
134582_flip1,train
136945_flip1,train
124125_flip1,train
122238_flip1,train
144520_flip1,train
132646_flip1,train
144551_flip1,train
139780_flip1,train
132222_flip1,train
132677_flip1,train
139796_flip1,train
131216_flip1,train
121269_flip1,train
134067_flip1,train
102327_flip1,train
129359_flip1,train
140254_flip1,train
141683_flip1,train
127898_flip1,train
130269_flip1,train
117472_flip1,train
130268_flip1,train
112789_flip1,train
126944_flip1,train
133126_flip1,train
126034_flip1,train
124140_flip1,train
100902_flip1,train
123159_flip1,train
145970_flip1,train
119838_flip1,train
109904_flip1,train
123175_flip1,train
125058_flip1,train
127428_flip1,train
122722_flip1,train
139311_flip1,train
121321_flip1,train
136018_flip1,train
134048_flip1,train
136921_flip1,train
122220_flip1,train
131742_flip1,train
131245_flip1,train
131744_flip1,train
119431_flip1,train
140259_flip1,train
130304_flip1,train
122226_flip1,train
124133_flip1,train
134577_flip1,train
130252_flip1,train
139296_flip1,train
127437_flip1,train
126478_flip1,train
102804_flip1,train
146442_flip1,train
135057_flip1,train
124587_flip1,train
136922_flip1,train
117941_flip1,train
138391_flip1,train
66216_flip1,train
138336_flip1,train
65270_flip1,train
131726_flip1,train
126519_flip1,train
125548_flip1,train
120321_flip1,train
134102_flip1,train
121294_flip1,train
76677_flip1,train
97571_flip1,train
131730_flip1,train
146452_flip1,train
116518_flip1,train
128851_flip1,train
138363_flip1,train
122706_flip1,train
130770_flip1,train
121243_flip1,train
122741_flip1,train
138348_flip1,train
